st_case,veh_no,per_no,race,multrace
10341,2,2,Not a Fatality (not Applicable),No
10341,2,3,Not a Fatality (not Applicable),No
10341,3,1,Not a Fatality (not Applicable),No
10341,3,2,Not a Fatality (not Applicable),No
10342,1,1,Black or African American,No
10342,2,1,Not a Fatality (not Applicable),No
10342,2,2,Not a Fatality (not Applicable),No
10343,1,1,Black or African American,No
10343,2,1,Not a Fatality (not Applicable),No
10344,1,1,Black or African American,No
10345,1,1,White,No
10345,2,1,Not a Fatality (not Applicable),No
10346,1,1,Not a Fatality (not Applicable),No
10346,1,2,Black or African American,No
10346,1,3,Not a Fatality (not Applicable),No
10346,1,4,Not a Fatality (not Applicable),No
10346,2,1,Not a Fatality (not Applicable),No
10346,3,1,Not a Fatality (not Applicable),No
10347,1,1,White,No
10347,2,1,Not a Fatality (not Applicable),No
10348,1,1,White,No
10348,2,1,Not a Fatality (not Applicable),No
10349,1,1,Not a Fatality (not Applicable),No
10349,1,2,Black or African American,No
10349,1,3,Not a Fatality (not Applicable),No
10349,1,4,Not a Fatality (not Applicable),No
10350,1,1,Not a Fatality (not Applicable),No
10350,2,1,Not a Fatality (not Applicable),No
10350,2,2,White,No
10351,1,1,White,No
10351,2,1,Not a Fatality (not Applicable),No
10351,2,2,Not a Fatality (not Applicable),No
10352,0,1,Black or African American,No
10352,1,1,Not a Fatality (not Applicable),No
10353,1,1,Black or African American,No
10354,1,1,Not a Fatality (not Applicable),No
10354,1,2,Not a Fatality (not Applicable),No
10354,2,1,White,No
10354,3,1,Not a Fatality (not Applicable),No
10355,1,1,Not a Fatality (not Applicable),No
10355,2,1,White,No
10356,1,1,Black or African American,No
10357,1,1,Not a Fatality (not Applicable),No
10357,1,2,White,No
10358,0,1,Black or African American,No
10358,1,1,Not a Fatality (not Applicable),No
10359,1,1,White,No
10360,1,1,White,No
10361,1,1,White,No
10361,2,1,Not a Fatality (not Applicable),No
10361,2,2,Not a Fatality (not Applicable),No
10362,0,1,Black or African American,No
10362,1,1,Not a Fatality (not Applicable),No
10362,1,2,Not a Fatality (not Applicable),No
10363,1,1,White,No
10364,1,1,White,No
10365,1,1,White,No
10365,2,1,Not a Fatality (not Applicable),No
10365,3,1,Not a Fatality (not Applicable),No
10366,1,1,Not a Fatality (not Applicable),No
10366,1,2,Not a Fatality (not Applicable),No
10366,1,3,Black or African American,No
10367,0,1,White,No
10367,1,1,Not a Fatality (not Applicable),No
10368,1,1,Black or African American,No
10369,1,1,White,No
10370,1,1,White,No
10371,1,1,White,No
10371,2,1,Not a Fatality (not Applicable),No
10371,2,2,Not a Fatality (not Applicable),No
10372,0,1,White,No
10372,1,1,Not a Fatality (not Applicable),No
10373,1,1,White,No
10373,2,1,Not a Fatality (not Applicable),No
10374,1,1,Black or African American,No
10374,2,1,Not a Fatality (not Applicable),No
10374,3,1,Not a Fatality (not Applicable),No
10374,4,1,Not a Fatality (not Applicable),No
10375,1,1,White,No
10376,1,1,White,No
10376,2,1,Not a Fatality (not Applicable),No
10376,3,1,Not a Fatality (not Applicable),No
10377,1,1,Not a Fatality (not Applicable),No
10377,2,1,Black or African American,No
10377,3,1,Not a Fatality (not Applicable),No
10378,1,1,Black or African American,No
10379,1,1,Black or African American,No
10379,2,1,Not a Fatality (not Applicable),No
10380,1,1,Not a Fatality (not Applicable),No
10380,1,2,Black or African American,No
10381,1,1,White,No
10382,1,1,Not a Fatality (not Applicable),No
10382,1,2,Black or African American,No
10382,1,3,Not a Fatality (not Applicable),No
10382,2,1,Not a Fatality (not Applicable),No
10383,1,1,White,No
10384,1,1,White,No
10385,1,1,White,No
10386,1,1,Not a Fatality (not Applicable),No
10386,2,1,Not a Fatality (not Applicable),No
10386,2,2,Not a Fatality (not Applicable),No
10386,2,3,Not a Fatality (not Applicable),No
10386,3,1,Black or African American,No
10387,1,1,White,No
10388,1,1,White,No
10389,1,1,White,No
10390,0,1,White,No
10390,1,1,Not a Fatality (not Applicable),No
10391,1,1,Black or African American,No
10392,1,1,Not a Fatality (not Applicable),No
10392,1,2,Black or African American,No
10393,0,1,White,No
10393,1,1,Not a Fatality (not Applicable),No
10393,1,2,Not a Fatality (not Applicable),No
10393,1,3,Not a Fatality (not Applicable),No
10393,1,4,Not a Fatality (not Applicable),No
10393,2,1,Not a Fatality (not Applicable),No
10393,2,2,Not a Fatality (not Applicable),No
10393,2,3,Not a Fatality (not Applicable),No
10393,2,4,Not a Fatality (not Applicable),No
10393,3,1,Not a Fatality (not Applicable),No
10393,3,2,Not a Fatality (not Applicable),No
10394,1,1,White,No
10395,1,1,White,No
10396,1,1,White,No
10397,0,1,White,No
10397,1,1,Not a Fatality (not Applicable),No
10398,1,1,Black or African American,No
10398,2,1,Not a Fatality (not Applicable),No
10399,1,1,Not a Fatality (not Applicable),No
10399,2,1,White,No
10400,1,1,White,No
10401,1,1,Black or African American,No
10402,0,1,Black or African American,No
10402,1,1,Not a Fatality (not Applicable),No
10402,1,2,Not a Fatality (not Applicable),No
10403,1,1,White,No
10404,1,1,Not a Fatality (not Applicable),No
10404,2,1,White,No
10404,2,2,White,No
10405,1,1,White,No
10406,1,1,White,No
10407,1,1,White,No
10407,2,1,Not a Fatality (not Applicable),No
10408,1,1,Not a Fatality (not Applicable),No
10408,2,1,White,No
10408,3,1,Not a Fatality (not Applicable),No
10410,1,1,White,No
10412,1,1,White,No
10412,1,2,Not a Fatality (not Applicable),No
10413,0,1,White,No
10413,1,1,Not a Fatality (not Applicable),No
10414,1,1,White,No
10415,1,1,White,No
10416,1,1,White,No
10416,2,1,Not a Fatality (not Applicable),No
10417,1,1,Black or African American,No
10418,1,1,Black or African American,No
10419,1,1,White,No
10420,1,1,Not a Fatality (not Applicable),No
10420,1,2,Not a Fatality (not Applicable),No
10420,2,1,White,No
10421,1,1,Black or African American,No
10422,1,1,Black or African American,No
10422,2,1,Not a Fatality (not Applicable),No
10422,3,1,Not a Fatality (not Applicable),No
10423,0,1,White,No
10423,1,1,Not a Fatality (not Applicable),No
10424,1,1,Black or African American,No
10424,1,2,Not a Fatality (not Applicable),No
10424,2,1,Not a Fatality (not Applicable),No
10425,1,1,White,No
10426,1,1,White,No
10426,2,1,Not a Fatality (not Applicable),No
10427,1,1,Black or African American,No
10427,1,2,Not a Fatality (not Applicable),No
10427,1,3,Not a Fatality (not Applicable),No
10428,1,1,Black or African American,No
10429,1,1,White,No
10429,2,1,Not a Fatality (not Applicable),No
10429,2,2,Not a Fatality (not Applicable),No
10429,3,1,Not a Fatality (not Applicable),No
10429,4,1,Not a Fatality (not Applicable),No
10429,4,2,Not a Fatality (not Applicable),No
10429,4,3,Not a Fatality (not Applicable),No
10429,4,4,Not a Fatality (not Applicable),No
10430,1,1,White,No
10430,2,1,Not a Fatality (not Applicable),No
10430,2,2,Not a Fatality (not Applicable),No
10431,1,1,White,No
10431,2,1,Not a Fatality (not Applicable),No
10432,1,1,White,No
10432,1,2,Guamanian or Chamorro,No
10432,1,3,Not a Fatality (not Applicable),No
10432,2,1,Not a Fatality (not Applicable),No
10433,1,1,Not a Fatality (not Applicable),No
10433,2,1,White,No
10434,1,1,White,No
10435,1,1,Black or African American,No
10435,2,1,Not a Fatality (not Applicable),No
10436,1,1,Not a Fatality (not Applicable),No
10436,1,2,Not a Fatality (not Applicable),No
10436,1,3,Not a Fatality (not Applicable),No
10436,1,4,Not a Fatality (not Applicable),No
10436,1,5,Not a Fatality (not Applicable),No
10436,1,6,Not a Fatality (not Applicable),No
10436,1,7,Black or African American,No
10436,1,8,Not a Fatality (not Applicable),No
10436,2,1,Not a Fatality (not Applicable),No
10436,3,1,Not a Fatality (not Applicable),No
10437,1,1,Black or African American,No
10438,1,1,White,No
10438,2,1,Black or African American,No
10438,3,1,Not a Fatality (not Applicable),No
10438,3,2,Not a Fatality (not Applicable),No
10438,3,3,Not a Fatality (not Applicable),No
10438,3,4,Not a Fatality (not Applicable),No
10439,1,1,Black or African American,No
10440,1,1,Not a Fatality (not Applicable),No
10440,1,2,White,No
10441,1,1,White,No
10441,1,2,Not a Fatality (not Applicable),No
10442,1,1,Not a Fatality (not Applicable),No
10442,2,1,Not a Fatality (not Applicable),No
10442,2,2,Not a Fatality (not Applicable),No
10442,2,3,Black or African American,No
10443,1,1,White,No
10444,1,1,Black or African American,No
10445,0,1,White,No
10445,1,1,Not a Fatality (not Applicable),No
10445,1,2,Not a Fatality (not Applicable),No
10445,1,3,Not a Fatality (not Applicable),No
10446,1,1,White,No
10447,1,1,Black or African American,No
10447,1,2,Not a Fatality (not Applicable),No
10447,2,1,Not a Fatality (not Applicable),No
10448,1,1,White,No
10449,1,1,Not a Fatality (not Applicable),No
10449,2,1,White,No
10450,1,1,Black or African American,No
10451,1,1,Not a Fatality (not Applicable),No
10451,2,1,White,No
10451,2,2,Not a Fatality (not Applicable),No
10452,1,1,Black or African American,No
10452,1,2,Not a Fatality (not Applicable),No
10452,1,3,Not a Fatality (not Applicable),No
10452,1,4,Not a Fatality (not Applicable),No
10453,0,1,White,No
10453,1,1,Not a Fatality (not Applicable),No
10453,1,2,Not a Fatality (not Applicable),No
10453,1,3,Not a Fatality (not Applicable),No
10454,1,1,White,No
10455,1,1,Not a Fatality (not Applicable),No
10455,1,2,White,No
10455,1,3,Not a Fatality (not Applicable),No
10456,1,1,Not a Fatality (not Applicable),No
10456,1,2,White,No
10456,1,3,Not a Fatality (not Applicable),No
10456,1,4,Not a Fatality (not Applicable),No
10457,1,1,White,No
10457,2,1,Not a Fatality (not Applicable),No
10457,2,2,Not a Fatality (not Applicable),No
10458,1,1,White,No
10458,2,1,Not a Fatality (not Applicable),No
10459,1,1,White,No
10460,1,1,White,No
10460,2,1,Not a Fatality (not Applicable),No
10460,2,2,Not a Fatality (not Applicable),No
10460,2,3,Not a Fatality (not Applicable),No
10461,1,1,White,No
10462,1,1,White,No
10462,2,1,Not a Fatality (not Applicable),No
10463,1,1,White,No
10464,1,1,White,No
10465,0,1,Not a Fatality (not Applicable),No
10465,0,2,White,No
10465,1,1,Not a Fatality (not Applicable),No
10465,2,1,Not a Fatality (not Applicable),No
10466,0,1,White,No
10466,1,1,Not a Fatality (not Applicable),No
10467,1,1,White,No
10467,2,1,Not a Fatality (not Applicable),No
10467,3,1,Not a Fatality (not Applicable),No
10468,0,1,White,No
10468,1,1,Not a Fatality (not Applicable),No
10469,1,1,White,No
10470,0,1,White,No
10470,1,1,Not a Fatality (not Applicable),No
10471,1,1,White,No
10471,1,2,Not a Fatality (not Applicable),No
10471,2,1,Not a Fatality (not Applicable),No
10472,1,1,Not a Fatality (not Applicable),No
10472,1,2,Black or African American,No
10472,1,3,Not a Fatality (not Applicable),No
10473,1,1,Not a Fatality (not Applicable),No
10473,1,2,White,No
10473,2,1,Not a Fatality (not Applicable),No
10474,1,1,Black or African American,No
10475,0,1,White,No
10475,1,1,Not a Fatality (not Applicable),No
10476,1,1,Not a Fatality (not Applicable),No
10476,1,2,Not a Fatality (not Applicable),No
10476,1,3,Not a Fatality (not Applicable),No
10476,1,4,White,No
10477,0,1,White,No
10477,1,1,Not a Fatality (not Applicable),No
10478,1,1,Not a Fatality (not Applicable),No
10478,2,1,White,No
10479,1,1,White,No
10480,1,1,White,No
10481,1,1,White,No
10481,1,2,Not a Fatality (not Applicable),No
10481,1,3,Not a Fatality (not Applicable),No
10481,2,1,Not a Fatality (not Applicable),No
10481,3,1,Not a Fatality (not Applicable),No
10482,1,1,Not a Fatality (not Applicable),No
10482,1,2,Not a Fatality (not Applicable),No
10482,2,1,White,No
10482,2,2,White,No
10482,3,1,Not a Fatality (not Applicable),No
10482,4,1,Not a Fatality (not Applicable),No
10482,4,2,Not a Fatality (not Applicable),No
10483,1,1,White,No
10483,2,1,Not a Fatality (not Applicable),No
10484,1,1,White,No
10485,1,1,White,No
10486,1,1,White,No
10487,1,1,Not a Fatality (not Applicable),No
10487,2,1,White,No
10488,1,1,Black or African American,No
10489,1,1,White,No
10489,2,1,Not a Fatality (not Applicable),No
10489,2,2,Not a Fatality (not Applicable),No
10490,1,1,Not a Fatality (not Applicable),No
10490,1,2,Black or African American,No
10490,2,1,Not a Fatality (not Applicable),No
10490,3,1,Not a Fatality (not Applicable),No
10490,3,2,Not a Fatality (not Applicable),No
10490,3,3,Not a Fatality (not Applicable),No
10490,4,1,Not a Fatality (not Applicable),No
10490,5,1,Not a Fatality (not Applicable),No
10491,1,1,Not a Fatality (not Applicable),No
10491,1,2,Unknown,No
10492,1,1,White,No
10492,2,1,Not a Fatality (not Applicable),No
10493,1,1,White,No
10494,1,1,White,No
10495,1,1,White,No
10496,1,1,Not a Fatality (not Applicable),No
10496,2,1,White,No
10496,2,2,Not a Fatality (not Applicable),No
10497,1,1,White,No
10497,2,1,Not a Fatality (not Applicable),No
10498,1,1,Not a Fatality (not Applicable),No
10498,2,1,White,No
10498,3,1,Not a Fatality (not Applicable),No
10499,1,1,White,No
10500,1,1,White,No
10500,2,1,Not a Fatality (not Applicable),No
10501,1,1,White,No
10501,1,2,Not a Fatality (not Applicable),No
10502,1,1,Black or African American,No
10502,2,1,Not a Fatality (not Applicable),No
10502,3,1,Not a Fatality (not Applicable),No
10503,1,1,Black or African American,No
10504,1,1,White,No
10505,1,1,White,No
10506,1,1,White,No
10506,2,1,Not a Fatality (not Applicable),No
10507,0,1,Black or African American,No
10507,1,1,Not a Fatality (not Applicable),No
10508,1,1,White,No
10509,1,1,White,No
10509,1,2,White,No
10510,0,1,White,No
10510,1,1,Not a Fatality (not Applicable),No
10511,0,1,White,No
10511,1,1,Not a Fatality (not Applicable),No
10512,1,1,White,No
10513,1,1,White,No
10513,1,2,Not a Fatality (not Applicable),No
10513,2,1,Not a Fatality (not Applicable),No
10514,0,1,White,No
10514,1,1,Not a Fatality (not Applicable),No
10515,1,1,White,No
10516,1,1,Not a Fatality (not Applicable),No
10516,1,2,Black or African American,No
10517,0,1,White,No
10517,1,1,Not a Fatality (not Applicable),No
10518,1,1,White,No
10518,1,2,Not a Fatality (not Applicable),No
10519,0,1,Black or African American,No
10519,1,1,Not a Fatality (not Applicable),No
10521,1,1,Black or African American,No
10521,2,1,Not a Fatality (not Applicable),No
10522,1,1,White,No
10522,2,1,Not a Fatality (not Applicable),No
10523,1,1,Black or African American,No
10524,1,1,White,No
10524,2,1,Not a Fatality (not Applicable),No
10525,1,1,Not a Fatality (not Applicable),No
10525,2,1,White,No
10526,1,1,White,No
10526,2,1,Not a Fatality (not Applicable),No
10527,1,1,White,No
10527,2,1,Not a Fatality (not Applicable),No
10527,2,2,Not a Fatality (not Applicable),No
10527,2,3,Not a Fatality (not Applicable),No
10528,1,1,Black or African American,No
10529,1,1,White,No
10530,1,1,Not a Fatality (not Applicable),No
10530,1,2,Not a Fatality (not Applicable),No
10530,1,3,White,No
10530,1,4,Not a Fatality (not Applicable),No
10530,2,1,Not a Fatality (not Applicable),No
10531,1,1,Black or African American,No
10531,2,1,Not a Fatality (not Applicable),No
10532,1,1,Not a Fatality (not Applicable),No
10532,2,1,White,No
10532,3,1,Not a Fatality (not Applicable),No
10532,3,2,Not a Fatality (not Applicable),No
10533,1,1,White,No
10533,1,2,Not a Fatality (not Applicable),No
10533,2,1,Not a Fatality (not Applicable),No
10534,1,1,White,No
10534,2,1,Not a Fatality (not Applicable),No
10535,0,1,White,No
10535,1,1,Not a Fatality (not Applicable),No
10535,1,2,Not a Fatality (not Applicable),No
10535,1,3,Not a Fatality (not Applicable),No
10535,1,4,Not a Fatality (not Applicable),No
10536,1,1,Not a Fatality (not Applicable),No
10536,2,1,White,No
10536,3,1,Not a Fatality (not Applicable),No
10537,0,1,White,No
10537,1,1,Not a Fatality (not Applicable),No
10538,1,1,Not a Fatality (not Applicable),No
10538,2,1,Black or African American,No
10539,1,1,White,No
10540,1,1,Black or African American,No
10541,1,1,White,No
10542,1,1,Black or African American,No
10542,1,2,White,No
10543,1,1,Not a Fatality (not Applicable),No
10543,1,2,White,No
10543,1,3,White,No
10544,1,1,Not a Fatality (not Applicable),No
10544,2,1,White,No
10544,2,2,Not a Fatality (not Applicable),No
10544,2,3,Not a Fatality (not Applicable),No
10545,1,1,White,No
10546,1,1,Not a Fatality (not Applicable),No
10546,1,2,White,No
10547,1,1,White,No
10548,1,1,White,No
10548,1,2,Not a Fatality (not Applicable),No
10549,1,1,Not a Fatality (not Applicable),No
10549,1,2,White,No
10549,1,3,White,No
10549,1,4,White,No
10550,1,1,Black or African American,No
10550,1,2,White,No
10550,2,1,Not a Fatality (not Applicable),No
10551,1,1,Not a Fatality (not Applicable),No
10551,1,2,Black or African American,No
10552,1,1,North American Indian or Alaska Native,No
10552,2,1,Not a Fatality (not Applicable),No
10553,1,1,Not a Fatality (not Applicable),No
10553,2,1,Not a Fatality (not Applicable),No
10553,2,2,Black or African American,No
10554,0,1,White,No
10554,0,2,Not a Fatality (not Applicable),No
10554,3,1,Not a Fatality (not Applicable),No
10555,1,1,White,No
10555,1,2,White,No
10556,1,1,White,No
10556,2,1,Not a Fatality (not Applicable),No
10557,0,1,Black or African American,No
10557,1,1,Not a Fatality (not Applicable),No
10557,1,2,Not a Fatality (not Applicable),No
10557,1,3,Not a Fatality (not Applicable),No
10558,1,1,Black or African American,No
10559,1,1,Black or African American,No
10559,2,1,Not a Fatality (not Applicable),No
10560,1,1,White,No
10560,2,1,Not a Fatality (not Applicable),No
