st_case,veh_no,drimpair
10530,1,None/Apparently Normal
10530,2,None/Apparently Normal
10531,1,None/Apparently Normal
10531,2,None/Apparently Normal
10532,1,None/Apparently Normal
10532,2,None/Apparently Normal
10532,3,None/Apparently Normal
10533,1,None/Apparently Normal
10533,2,None/Apparently Normal
10534,1,Reported as Unknown if Impaired
10534,2,None/Apparently Normal
10535,1,None/Apparently Normal
10536,1,"Under the Influence of Alcohol, Drugs or Medication"
10536,2,None/Apparently Normal
10536,3,None/Apparently Normal
10537,1,None/Apparently Normal
10537,2,No Driver Present/Unknown if Driver Present
10538,1,None/Apparently Normal
10538,2,Reported as Unknown if Impaired
10539,1,None/Apparently Normal
10540,1,None/Apparently Normal
10541,1,Asleep or Fatigued
10542,1,Reported as Unknown if Impaired
10543,1,"Under the Influence of Alcohol, Drugs or Medication"
10544,1,None/Apparently Normal
10545,1,Reported as Unknown if Impaired
10546,1,None/Apparently Normal
10547,1,None/Apparently Normal
10548,1,Asleep or Fatigued
10549,1,None/Apparently Normal
10550,1,Reported as Unknown if Impaired
10551,1,Reported as Unknown if Impaired
10552,1,Reported as Unknown if Impaired
10552,2,None/Apparently Normal
10553,1,None/Apparently Normal
10553,2,None/Apparently Normal
10554,1,No Driver Present/Unknown if Driver Present
10554,3,None/Apparently Normal
10555,1,Reported as Unknown if Impaired
10556,1,Reported as Unknown if Impaired
10556,2,Reported as Unknown if Impaired
10557,1,Reported as Unknown if Impaired
10558,1,None/Apparently Normal
10559,1,"Under the Influence of Alcohol, Drugs or Medication"
10559,2,None/Apparently Normal
10560,1,None/Apparently Normal
10560,2,None/Apparently Normal
10561,1,None/Apparently Normal
10561,2,None/Apparently Normal
10562,1,"Under the Influence of Alcohol, Drugs or Medication"
10563,1,None/Apparently Normal
10564,1,Reported as Unknown if Impaired
10564,2,None/Apparently Normal
10565,1,Reported as Unknown if Impaired
10566,1,Reported as Unknown if Impaired
10566,2,None/Apparently Normal
10567,1,Reported as Unknown if Impaired
10567,2,None/Apparently Normal
10567,3,None/Apparently Normal
10568,1,None/Apparently Normal
10568,2,None/Apparently Normal
10569,1,"Under the Influence of Alcohol, Drugs or Medication"
10570,1,None/Apparently Normal
10570,2,None/Apparently Normal
10570,3,None/Apparently Normal
10571,1,"Under the Influence of Alcohol, Drugs or Medication"
10571,2,None/Apparently Normal
10572,1,"Under the Influence of Alcohol, Drugs or Medication"
10572,2,Reported as Unknown if Impaired
10573,1,None/Apparently Normal
10574,1,Reported as Unknown if Impaired
10574,2,None/Apparently Normal
10575,1,Reported as Unknown if Impaired
10576,1,Reported as Unknown if Impaired
10577,1,Reported as Unknown if Impaired
10577,2,None/Apparently Normal
10578,1,Reported as Unknown if Impaired
10579,1,No Driver Present/Unknown if Driver Present
10579,2,None/Apparently Normal
10580,1,"Under the Influence of Alcohol, Drugs or Medication"
10581,1,Reported as Unknown if Impaired
10582,1,Reported as Unknown if Impaired
10582,2,None/Apparently Normal
10582,3,None/Apparently Normal
10583,1,Reported as Unknown if Impaired
10583,2,Reported as Unknown if Impaired
10584,1,Reported as Unknown if Impaired
10584,2,Reported as Unknown if Impaired
10585,1,None/Apparently Normal
10586,1,None/Apparently Normal
10587,1,None/Apparently Normal
10587,2,None/Apparently Normal
10588,1,None/Apparently Normal
10589,1,Reported as Unknown if Impaired
10589,2,Reported as Unknown if Impaired
10590,1,None/Apparently Normal
10590,2,None/Apparently Normal
10590,3,None/Apparently Normal
10590,4,None/Apparently Normal
10591,1,None/Apparently Normal
10592,1,Reported as Unknown if Impaired
10592,2,Reported as Unknown if Impaired
10592,3,None/Apparently Normal
10593,1,"Under the Influence of Alcohol, Drugs or Medication"
10593,2,Reported as Unknown if Impaired
10594,1,None/Apparently Normal
10594,2,Reported as Unknown if Impaired
10595,1,None/Apparently Normal
10595,2,None/Apparently Normal
10596,1,Reported as Unknown if Impaired
10597,1,"Under the Influence of Alcohol, Drugs or Medication"
10598,1,Reported as Unknown if Impaired
10599,1,Asleep or Fatigued
10600,1,None/Apparently Normal
10601,1,None/Apparently Normal
10601,2,None/Apparently Normal
10602,1,Asleep or Fatigued
10602,2,None/Apparently Normal
10603,1,None/Apparently Normal
10603,2,None/Apparently Normal
10604,1,None/Apparently Normal
10604,2,None/Apparently Normal
10604,3,None/Apparently Normal
10605,1,None/Apparently Normal
10605,2,Reported as Unknown if Impaired
10605,3,None/Apparently Normal
10606,1,Reported as Unknown if Impaired
10607,1,Reported as Unknown if Impaired
10608,1,"Under the Influence of Alcohol, Drugs or Medication"
10608,2,None/Apparently Normal
10609,1,None/Apparently Normal
10610,1,None/Apparently Normal
10611,1,Reported as Unknown if Impaired
10612,1,None/Apparently Normal
10612,2,None/Apparently Normal
10613,1,Reported as Unknown if Impaired
10613,2,None/Apparently Normal
10614,1,Asleep or Fatigued
10615,1,"Under the Influence of Alcohol, Drugs or Medication"
10616,1,None/Apparently Normal
10616,2,None/Apparently Normal
10617,1,Reported as Unknown if Impaired
10618,1,None/Apparently Normal
10619,1,None/Apparently Normal
10619,2,None/Apparently Normal
10620,1,Reported as Unknown if Impaired
10620,2,None/Apparently Normal
10621,1,None/Apparently Normal
10622,1,"Emotional (depressed, angry, disturbed, etc.)"
10623,1,Reported as Unknown if Impaired
10624,1,Reported as Unknown if Impaired
10625,1,Reported as Unknown if Impaired
10625,2,None/Apparently Normal
10626,1,None/Apparently Normal
10627,1,None/Apparently Normal
10627,2,None/Apparently Normal
10628,1,Reported as Unknown if Impaired
10628,2,Reported as Unknown if Impaired
10629,1,Reported as Unknown if Impaired
10630,1,Asleep or Fatigued
10631,1,None/Apparently Normal
10632,1,Physical Impairment - No Details
10633,1,"Under the Influence of Alcohol, Drugs or Medication"
10634,1,None/Apparently Normal
10634,2,Reported as Unknown if Impaired
10635,1,None/Apparently Normal
10635,2,None/Apparently Normal
10636,1,Reported as Unknown if Impaired
10637,1,"Under the Influence of Alcohol, Drugs or Medication"
10638,1,Reported as Unknown if Impaired
10638,2,None/Apparently Normal
10638,3,None/Apparently Normal
10639,1,Reported as Unknown if Impaired
10640,1,Reported as Unknown if Impaired
10640,2,None/Apparently Normal
10641,1,Reported as Unknown if Impaired
10641,2,"Under the Influence of Alcohol, Drugs or Medication"
10641,3,Not Reported
10641,4,Not Reported
10642,1,Reported as Unknown if Impaired
10643,1,None/Apparently Normal
10644,1,Reported as Unknown if Impaired
10645,1,None/Apparently Normal
10646,1,None/Apparently Normal
10647,1,None/Apparently Normal
10648,1,Reported as Unknown if Impaired
10648,2,None/Apparently Normal
10649,1,Reported as Unknown if Impaired
10650,1,None/Apparently Normal
10650,2,None/Apparently Normal
10650,3,None/Apparently Normal
10651,1,Reported as Unknown if Impaired
10651,2,None/Apparently Normal
10652,1,Reported as Unknown if Impaired
10653,1,Reported as Unknown if Impaired
10653,2,None/Apparently Normal
10654,1,Reported as Unknown if Impaired
10655,1,None/Apparently Normal
10655,2,None/Apparently Normal
10656,1,Reported as Unknown if Impaired
10657,1,None/Apparently Normal
10657,2,None/Apparently Normal
10658,1,Reported as Unknown if Impaired
10659,1,"Under the Influence of Alcohol, Drugs or Medication"
10660,1,None/Apparently Normal
10661,1,Reported as Unknown if Impaired
10662,1,Reported as Unknown if Impaired
10662,2,Reported as Unknown if Impaired
10663,1,Reported as Unknown if Impaired
10664,1,Reported as Unknown if Impaired
10664,2,None/Apparently Normal
10665,1,None/Apparently Normal
10665,2,None/Apparently Normal
10666,1,None/Apparently Normal
10666,2,None/Apparently Normal
10666,3,None/Apparently Normal
10666,4,None/Apparently Normal
10667,1,"Ill, Blackout"
10668,1,None/Apparently Normal
10669,1,None/Apparently Normal
10670,1,Reported as Unknown if Impaired
10670,2,Reported as Unknown if Impaired
10671,1,Reported as Unknown if Impaired
10671,2,None/Apparently Normal
10672,1,Reported as Unknown if Impaired
10672,2,None/Apparently Normal
10672,3,None/Apparently Normal
10673,1,Reported as Unknown if Impaired
10674,1,None/Apparently Normal
10675,1,None/Apparently Normal
10676,1,Reported as Unknown if Impaired
10676,2,None/Apparently Normal
10677,1,None/Apparently Normal
10677,2,Reported as Unknown if Impaired
10678,1,None/Apparently Normal
10678,2,None/Apparently Normal
10679,1,Reported as Unknown if Impaired
10680,1,"Under the Influence of Alcohol, Drugs or Medication"
10681,1,"Ill, Blackout"
10682,1,Reported as Unknown if Impaired
10683,1,Reported as Unknown if Impaired
10683,2,None/Apparently Normal
10683,3,None/Apparently Normal
10684,1,Reported as Unknown if Impaired
10684,2,None/Apparently Normal
10685,1,None/Apparently Normal
10685,2,None/Apparently Normal
10685,3,None/Apparently Normal
10685,4,None/Apparently Normal
10685,5,None/Apparently Normal
10685,6,None/Apparently Normal
10686,1,Reported as Unknown if Impaired
10686,2,Reported as Unknown if Impaired
10687,1,None/Apparently Normal
10688,1,Reported as Unknown if Impaired
10689,1,Reported as Unknown if Impaired
10690,1,None/Apparently Normal
10691,1,None/Apparently Normal
10692,1,Reported as Unknown if Impaired
10693,1,None/Apparently Normal
10693,2,None/Apparently Normal
10694,1,"Under the Influence of Alcohol, Drugs or Medication"
10694,2,None/Apparently Normal
10695,1,None/Apparently Normal
10696,1,Asleep or Fatigued
10697,1,None/Apparently Normal
10698,1,None/Apparently Normal
10699,1,None/Apparently Normal
10699,2,None/Apparently Normal
10700,1,Reported as Unknown if Impaired
10702,1,None/Apparently Normal
10703,1,"Under the Influence of Alcohol, Drugs or Medication"
10704,1,None/Apparently Normal
10704,2,None/Apparently Normal
10705,1,Reported as Unknown if Impaired
10706,1,None/Apparently Normal
10706,2,None/Apparently Normal
10707,1,None/Apparently Normal
10707,2,"Under the Influence of Alcohol, Drugs or Medication"
10708,1,Reported as Unknown if Impaired
10708,2,None/Apparently Normal
10709,1,"Under the Influence of Alcohol, Drugs or Medication"
10709,2,None/Apparently Normal
10709,3,None/Apparently Normal
10710,1,None/Apparently Normal
10711,1,None/Apparently Normal
10712,1,"Under the Influence of Alcohol, Drugs or Medication"
10713,1,Reported as Unknown if Impaired
10714,1,None/Apparently Normal
10715,1,None/Apparently Normal
10715,2,Reported as Unknown if Impaired
10716,1,None/Apparently Normal
10717,1,None/Apparently Normal
10717,2,None/Apparently Normal
10718,1,Reported as Unknown if Impaired
10718,2,None/Apparently Normal
10719,1,None/Apparently Normal
10719,2,None/Apparently Normal
10720,1,"Under the Influence of Alcohol, Drugs or Medication"
10721,1,Reported as Unknown if Impaired
10722,1,Reported as Unknown if Impaired
10723,1,Reported as Unknown if Impaired
10724,1,Reported as Unknown if Impaired
10725,1,Reported as Unknown if Impaired
10726,1,None/Apparently Normal
10726,2,None/Apparently Normal
10727,1,Reported as Unknown if Impaired
10727,2,Reported as Unknown if Impaired
10728,1,None/Apparently Normal
10728,2,None/Apparently Normal
10728,3,None/Apparently Normal
10729,1,None/Apparently Normal
10729,2,None/Apparently Normal
10730,1,None/Apparently Normal
10730,2,None/Apparently Normal
10731,1,None/Apparently Normal
10731,2,None/Apparently Normal
10731,3,None/Apparently Normal
10732,1,None/Apparently Normal
10733,1,Reported as Unknown if Impaired
10734,1,Reported as Unknown if Impaired
10734,2,None/Apparently Normal
10735,1,Reported as Unknown if Impaired
10735,2,None/Apparently Normal
10736,1,Reported as Unknown if Impaired
10736,2,Reported as Unknown if Impaired
10737,1,None/Apparently Normal
10737,2,None/Apparently Normal
10737,3,None/Apparently Normal
10738,1,None/Apparently Normal
10739,1,"Under the Influence of Alcohol, Drugs or Medication"
10740,1,None/Apparently Normal
10741,1,Reported as Unknown if Impaired
10742,1,Reported as Unknown if Impaired
10743,1,Reported as Unknown if Impaired
10744,1,None/Apparently Normal
10744,2,None/Apparently Normal
10744,3,None/Apparently Normal
10745,1,Reported as Unknown if Impaired
10746,1,None/Apparently Normal
10746,2,None/Apparently Normal
10747,1,"Under the Influence of Alcohol, Drugs or Medication"
10748,1,Reported as Unknown if Impaired
10749,1,None/Apparently Normal
10749,2,None/Apparently Normal
10750,1,Reported as Unknown if Impaired
10750,2,None/Apparently Normal
10751,1,Reported as Unknown if Impaired
10751,2,"Under the Influence of Alcohol, Drugs or Medication"
10752,1,Reported as Unknown if Impaired
10752,2,None/Apparently Normal
10753,1,None/Apparently Normal
10754,1,None/Apparently Normal
10755,1,Reported as Unknown if Impaired
10755,2,None/Apparently Normal
10756,1,"Under the Influence of Alcohol, Drugs or Medication"
10757,1,None/Apparently Normal
10757,2,None/Apparently Normal
10758,1,"Under the Influence of Alcohol, Drugs or Medication"
10759,1,None/Apparently Normal
10759,2,None/Apparently Normal
10760,1,Reported as Unknown if Impaired
10760,2,None/Apparently Normal
10761,1,None/Apparently Normal
10761,2,None/Apparently Normal
10762,1,Reported as Unknown if Impaired
10762,2,Reported as Unknown if Impaired
10763,1,"Under the Influence of Alcohol, Drugs or Medication"
10764,1,Reported as Unknown if Impaired
10765,1,Reported as Unknown if Impaired
10766,1,Reported as Unknown if Impaired
10766,2,Reported as Unknown if Impaired
10767,1,None/Apparently Normal
10768,1,Reported as Unknown if Impaired
10769,1,Reported as Unknown if Impaired
10769,2,Reported as Unknown if Impaired
10770,1,Asleep or Fatigued
10771,1,Reported as Unknown if Impaired
10772,1,"Under the Influence of Alcohol, Drugs or Medication"
10773,1,Reported as Unknown if Impaired
10773,2,None/Apparently Normal
10773,3,None/Apparently Normal
10774,1,Reported as Unknown if Impaired
10774,2,None/Apparently Normal
10775,1,None/Apparently Normal
10776,1,Reported as Unknown if Impaired
10777,1,None/Apparently Normal
10778,1,None/Apparently Normal
10778,2,None/Apparently Normal
10779,1,None/Apparently Normal
10780,1,"Under the Influence of Alcohol, Drugs or Medication"
10781,1,Reported as Unknown if Impaired
10782,1,Reported as Unknown if Impaired
10782,2,None/Apparently Normal
10783,1,"Under the Influence of Alcohol, Drugs or Medication"
10783,2,None/Apparently Normal
10784,1,None/Apparently Normal
10785,1,"Ill, Blackout"
10786,1,Reported as Unknown if Impaired
10787,1,"Under the Influence of Alcohol, Drugs or Medication"
10787,2,None/Apparently Normal
10788,1,None/Apparently Normal
10788,2,None/Apparently Normal
10789,1,Reported as Unknown if Impaired
10789,2,None/Apparently Normal
10790,1,None/Apparently Normal
10791,1,Reported as Unknown if Impaired
10791,2,Reported as Unknown if Impaired
10792,1,Asleep or Fatigued
10793,1,"Ill, Blackout"
10794,1,None/Apparently Normal
10794,2,None/Apparently Normal
10794,3,None/Apparently Normal
10795,1,None/Apparently Normal
10795,2,None/Apparently Normal
10796,1,None/Apparently Normal
10796,2,None/Apparently Normal
10797,1,Reported as Unknown if Impaired
10798,1,"Under the Influence of Alcohol, Drugs or Medication"
10798,2,None/Apparently Normal
10799,1,None/Apparently Normal
10801,1,Reported as Unknown if Impaired
10802,1,None/Apparently Normal
10803,1,Reported as Unknown if Impaired
10804,1,Reported as Unknown if Impaired
10804,2,None/Apparently Normal
10805,1,None/Apparently Normal
10805,2,Reported as Unknown if Impaired
10806,1,None/Apparently Normal
10807,1,Reported as Unknown if Impaired
10808,1,None/Apparently Normal
10809,1,Reported as Unknown if Impaired
10810,1,None/Apparently Normal
10810,2,None/Apparently Normal
10811,1,None/Apparently Normal
10812,1,Reported as Unknown if Impaired
10812,2,Reported as Unknown if Impaired
10813,1,None/Apparently Normal
10814,1,"Under the Influence of Alcohol, Drugs or Medication"
