st_case,veh_no,per_no,pbage,pbsex,pbptype,pbswalk,pedctype,bikectype,pedpos,pedleg,pedsnr,pedcgp,bikecgp
10899,0,1,49,Male,Bicyclist,None Noted,Not a Pedestrian,Motorist Overtaking - Bicyclist Swerved,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
10904,0,1,94,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Crosswalk Area,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
10910,0,1,26,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
10912,0,1,44,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Crosswalk Area,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
10916,0,1,55,Female,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
10919,0,1,55,Female,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
20001,0,1,25,Male,Pedestrian,None Noted,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
20009,0,1,58,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
20010,0,1,59,Female,Pedestrian,Yes,At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Other / Unknown - Insufficient Details,Not a Cyclist
20011,0,1,59,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
20024,0,1,40,Female,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Intersection Area,Unknown/None of the Above,Unknown/Insufficient Information,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
20033,0,1,59,Female,Pedestrian,Unknown,Dart-Out  Visual Obstruction Noted,Not a Cyclist,Crosswalk Area,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, traveled from motorists right.","Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
20044,0,1,46,Male,Pedestrian,None Noted,Motor Vehicle Loss of Control,Not a Cyclist,Non-Trafficway - Parking Lot/Other,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
20044,0,2,24,Female,Pedestrian,None Noted,Vehicle into Vehicle or Vehicle into Object,Not a Cyclist,Non-Trafficway - Parking Lot/Other,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
20044,0,3,17,Male,Pedestrian,None Noted,Vehicle into Vehicle or Vehicle into Object,Not a Cyclist,Non-Trafficway - Parking Lot/Other,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
20052,0,1,36,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
20056,0,1,72,Male,Bicyclist,Yes,Not a Pedestrian,Bicyclist Ride Through - Signalized Intersection,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Failed to Yield - Signalized Intersection
20058,0,1,73,Male,Bicyclist,None Noted,Not a Pedestrian,Wrong-Way / Wrong-Side - Bicyclist,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Wrong-Way / Wrong-Side
20060,0,1,30,Female,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
20064,0,1,22,Male,Pedestrian,Yes,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
20074,0,1,22,Male,Pedestrian,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
20076,0,1,38,Female,Pedestrian,None Noted,Walking/Running Along Roadway Against Traffic - From Front,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
20077,0,1,25,Male,Pedestrian,None Noted,Walking/Running Along Roadway Against Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
40003,0,1,21,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
40005,0,1,27,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40016,0,1,28,Female,Pedestrian,None Noted,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
40018,0,1,20,Male,Pedestrian,Yes,Dart-Out  Visual Obstruction Noted,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
40023,0,1,65,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40025,0,1,58,Female,Person on a Personal Conveyance,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, approach direction unknown.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40035,0,1,42,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Crosswalk Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40039,0,1,62,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40041,0,1,54,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40042,0,1,20,Male,Pedestrian,Yes,At Intersection - Other / Unknown,Not a Cyclist,Crosswalk Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, approach direction unknown.",Other / Unknown - Insufficient Details,Not a Cyclist
40043,0,1,12,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
40047,0,1,25,Male,Pedestrian,Yes,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
40052,0,1,69,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40057,0,1,31,Female,Pedestrian,None Noted,Dispute-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
40062,0,1,28,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40063,0,1,36,Male,Bicyclist,None Noted,Not a Pedestrian,Motorist Overtaking - Misjudged Space,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
40066,0,1,67,Male,Pedestrian,Unknown,Other - Unknown Location,Not a Cyclist,Other/Unknown,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
40067,0,1,52,Male,Pedestrian,Unknown,Other - Unknown Location,Not a Cyclist,Other/Unknown,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
40068,0,1,43,Female,Pedestrian,Yes,At Intersection - Other / Unknown,Not a Cyclist,Crosswalk Area,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, traveled from motorists left.",Other / Unknown - Insufficient Details,Not a Cyclist
40069,0,1,59,Female,Pedestrian,Yes,Transit Bus Stop-Related,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not Applicable,Not Applicable,Bus Stop-Related,Not a Cyclist
40073,0,1,44,Female,Pedestrian,Yes,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
40078,0,1,66,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40081,0,1,71,Female,Pedestrian,Yes,Motorist Failed to Yield,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40083,0,1,34,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40084,0,1,52,Male,Pedestrian,Unknown,Other - Unknown Location,Not a Cyclist,Other/Unknown,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
40085,0,1,25,Female,Bicyclist,Yes,Not a Pedestrian,Bicyclist Left Turn - Same Direction,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Left Turn / Merge
40087,0,1,13,Male,Pedestrian,Unknown,Other - Unknown Location,Not a Cyclist,Other/Unknown,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
40090,0,1,49,Male,Pedestrian,Yes,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
40093,0,1,71,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40094,0,1,50,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40097,0,1,56,Female,Pedestrian,Yes,Motorist Failed to Yield,Not a Cyclist,Crosswalk Area,Unknown/None of the Above,Unknown/Insufficient Information,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40100,0,1,67,Male,Bicyclist,Yes,Not a Pedestrian,Sign-Controlled Intersection - Other / Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Crossing Paths - Other Circumstances
40102,0,1,77,Female,Pedestrian,Yes,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Intersection Area,Unknown/None of the Above,Unknown/Insufficient Information,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
40103,0,1,78,Male,Pedestrian,Yes,Motorist Right Turn on Red - Perpendicular Paths,Not a Cyclist,Crosswalk Area,Nearside,"Motorist turning right - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Turning,Not a Cyclist
40107,0,1,71,Male,Bicyclist,None Noted,Not a Pedestrian,Bicyclist Ride Out - Other Midblock,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Failed to Yield - Midblock
40110,0,1,37,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40111,0,1,34,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40115,0,1,27,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40117,0,1,11,Male,Bicyclist,Yes,Not a Pedestrian,Motorist Drive Out - Sign-Controlled Intersection,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Failed to Yield - Sign-Controlled Intersection
40120,0,1,55,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40230,0,1,80,Male,Pedestrian,Yes,Dart-Out  Visual Obstruction Noted,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
40121,0,1,62,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40123,0,1,26,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40128,0,1,50,Male,Bicyclist,Yes,Not a Pedestrian,Unknown Approach Paths,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Other / Unknown - Insufficient Details
40131,0,1,31,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
40132,0,1,49,Male,Pedestrian,None Noted,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
40141,0,1,35,Male,Bicyclist,Yes,Not a Pedestrian,Wrong-Way / Wrong-Side - Bicyclist,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Wrong-Way / Wrong-Side
40142,0,1,37,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40144,0,1,61,Male,Pedestrian,Yes,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
40144,0,2,55,Male,Pedestrian,Yes,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
40145,0,1,61,Male,Pedestrian,Yes,Motorist Left Turn - Parallel Paths,Not a Cyclist,Crosswalk Area,Farside,"Motorist turning left - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, approach direction opposite motorists.",Crossing Roadway - Vehicle Turning,Not a Cyclist
40149,0,1,20,Male,Pedestrian,Unknown,Other - Unknown Location,Not a Cyclist,Other/Unknown,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
40150,0,1,81,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40153,0,1,13,Male,Bicyclist,None Noted,Not a Pedestrian,Bicyclist Right Turn - Same Direction,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Right Turn / Merge
40155,0,1,74,Male,Bicyclist,Yes,Not a Pedestrian,Bicyclist Left Turn - Opposite Direction,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Left Turn / Merge
40156,0,1,73,Male,Pedestrian,Yes,Motorist Left Turn - Parallel Paths,Not a Cyclist,Crosswalk Area,Farside,"Motorist turning left - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, approach direction opposite motorists.",Crossing Roadway - Vehicle Turning,Not a Cyclist
40159,0,1,14,Male,Pedestrian,Yes,At Intersection - Other / Unknown,Not a Cyclist,Other/Unknown,Unknown/None of the Above,Unknown/Insufficient Information,Other / Unknown - Insufficient Details,Not a Cyclist
40162,0,1,23,Male,Pedestrian,Yes,At Intersection - Other / Unknown,Not a Cyclist,Crosswalk Area,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, other",Other / Unknown - Insufficient Details,Not a Cyclist
40180,0,1,54,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40191,0,1,54,Male,Pedestrian,Yes,Pedestrian Loss of Control,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
40199,0,1,52,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40200,0,1,56,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
40204,0,1,45,Male,Pedestrian,Yes,Standing in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
40206,0,1,59,Female,Bicyclist,Yes,Not a Pedestrian,Motorist Overtaking - Misjudged Space,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
40206,0,2,73,Male,Bicyclist,Yes,Not a Pedestrian,Motorist Overtaking - Misjudged Space,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
40211,0,1,65,Male,Bicyclist,Yes,Not a Pedestrian,Crossing Paths - Midblock - Other / Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Crossing Paths - Other Circumstances
