st_case,veh_no,vision
10602,1,No Obstruction Noted
10602,2,No Obstruction Noted
10603,1,No Obstruction Noted
10603,2,No Obstruction Noted
10604,1,No Obstruction Noted
10604,2,No Obstruction Noted
10604,3,No Obstruction Noted
10605,1,No Obstruction Noted
10605,2,No Obstruction Noted
10605,3,No Obstruction Noted
10606,1,No Obstruction Noted
10607,1,No Obstruction Noted
10608,1,No Obstruction Noted
10608,2,No Obstruction Noted
10609,1,No Obstruction Noted
10610,1,No Obstruction Noted
10611,1,No Obstruction Noted
10612,1,No Obstruction Noted
10612,2,No Obstruction Noted
10613,1,"Trees, Crops, Vegetation"
10613,2,No Obstruction Noted
10614,1,No Obstruction Noted
10615,1,No Obstruction Noted
10616,1,No Obstruction Noted
10616,2,No Obstruction Noted
10617,1,No Obstruction Noted
10618,1,No Obstruction Noted
10619,1,No Obstruction Noted
10619,2,No Obstruction Noted
10620,1,No Obstruction Noted
10620,2,No Obstruction Noted
10621,1,No Obstruction Noted
10622,1,No Obstruction Noted
10623,1,No Obstruction Noted
10624,1,No Obstruction Noted
10625,1,No Obstruction Noted
10625,2,No Obstruction Noted
10626,1,No Obstruction Noted
10627,1,No Obstruction Noted
10627,2,No Obstruction Noted
10628,1,No Obstruction Noted
10628,2,No Obstruction Noted
10629,1,No Obstruction Noted
10630,1,No Obstruction Noted
10631,1,No Obstruction Noted
10632,1,No Obstruction Noted
10633,1,No Obstruction Noted
10634,1,No Obstruction Noted
10634,2,No Obstruction Noted
10635,1,No Obstruction Noted
10635,2,No Obstruction Noted
10636,1,No Obstruction Noted
10637,1,No Obstruction Noted
10638,1,No Obstruction Noted
10638,2,No Obstruction Noted
10638,3,No Obstruction Noted
10639,1,No Obstruction Noted
10640,1,No Obstruction Noted
10640,2,No Obstruction Noted
10641,1,No Obstruction Noted
10641,2,No Obstruction Noted
10641,3,No Obstruction Noted
10641,4,No Obstruction Noted
10642,1,No Obstruction Noted
10643,1,No Obstruction Noted
10644,1,No Obstruction Noted
10645,1,No Obstruction Noted
10646,1,No Obstruction Noted
10647,1,No Obstruction Noted
10648,1,No Obstruction Noted
10648,2,No Obstruction Noted
10649,1,No Obstruction Noted
10650,1,No Obstruction Noted
10650,2,No Obstruction Noted
10650,3,No Obstruction Noted
10651,1,No Obstruction Noted
10651,2,No Obstruction Noted
10652,1,No Obstruction Noted
10653,1,No Obstruction Noted
10653,2,No Obstruction Noted
10654,1,No Obstruction Noted
10655,1,No Obstruction Noted
10655,2,No Obstruction Noted
10656,1,No Obstruction Noted
10657,1,No Obstruction Noted
10657,2,No Obstruction Noted
10658,1,No Obstruction Noted
10659,1,No Obstruction Noted
10660,1,No Obstruction Noted
10661,1,No Obstruction Noted
10662,1,No Obstruction Noted
10662,2,No Obstruction Noted
10663,1,No Obstruction Noted
10664,1,No Obstruction Noted
10664,2,No Obstruction Noted
10665,1,No Obstruction Noted
10665,2,No Obstruction Noted
10666,1,No Obstruction Noted
10666,2,No Obstruction Noted
10666,3,No Obstruction Noted
10666,4,No Obstruction Noted
10667,1,No Obstruction Noted
10668,1,No Obstruction Noted
10669,1,No Obstruction Noted
10670,1,No Obstruction Noted
10670,2,No Obstruction Noted
10671,1,No Obstruction Noted
10671,2,No Obstruction Noted
10672,1,No Obstruction Noted
10672,2,No Obstruction Noted
10672,3,No Obstruction Noted
10673,1,No Obstruction Noted
10674,1,No Obstruction Noted
10675,1,No Obstruction Noted
10676,1,No Obstruction Noted
10676,2,No Obstruction Noted
10677,1,No Obstruction Noted
10677,2,No Obstruction Noted
10678,1,No Obstruction Noted
10678,2,No Obstruction Noted
10679,1,No Obstruction Noted
10680,1,No Obstruction Noted
10681,1,No Obstruction Noted
10682,1,No Obstruction Noted
10683,1,No Obstruction Noted
10683,2,No Obstruction Noted
10683,3,No Obstruction Noted
10684,1,No Obstruction Noted
10684,2,No Obstruction Noted
10685,1,No Obstruction Noted
10685,2,No Obstruction Noted
10685,3,No Obstruction Noted
10685,4,No Obstruction Noted
10685,5,No Obstruction Noted
10685,6,No Obstruction Noted
10686,1,No Obstruction Noted
10686,2,No Obstruction Noted
10687,1,"Trees, Crops, Vegetation"
10688,1,No Obstruction Noted
10689,1,No Obstruction Noted
10690,1,No Obstruction Noted
10691,1,No Obstruction Noted
10692,1,No Obstruction Noted
10693,1,No Obstruction Noted
10693,2,No Obstruction Noted
10694,1,No Obstruction Noted
10694,2,No Obstruction Noted
10695,1,No Obstruction Noted
10696,1,No Obstruction Noted
10697,1,No Obstruction Noted
10698,1,No Obstruction Noted
10699,1,No Obstruction Noted
10699,2,No Obstruction Noted
10700,1,No Obstruction Noted
10702,1,"Rain, Snow, Fog, Smoke, Sand, Dust"
10703,1,No Obstruction Noted
10704,1,No Obstruction Noted
10704,2,No Obstruction Noted
10705,1,No Obstruction Noted
10706,1,No Obstruction Noted
10706,2,No Obstruction Noted
10707,1,No Obstruction Noted
10707,2,No Obstruction Noted
10708,1,No Obstruction Noted
10708,2,No Obstruction Noted
10709,1,No Obstruction Noted
10709,2,No Obstruction Noted
10709,3,No Obstruction Noted
10710,1,No Obstruction Noted
10711,1,No Obstruction Noted
10712,1,No Obstruction Noted
10713,1,No Obstruction Noted
10714,1,No Obstruction Noted
10715,1,No Obstruction Noted
10715,2,No Obstruction Noted
10716,1,No Obstruction Noted
10717,1,No Obstruction Noted
10717,2,No Obstruction Noted
10718,1,No Obstruction Noted
10718,2,No Obstruction Noted
10719,1,No Obstruction Noted
10719,2,No Obstruction Noted
10720,1,No Obstruction Noted
10721,1,No Obstruction Noted
10722,1,No Obstruction Noted
10723,1,No Obstruction Noted
10724,1,No Obstruction Noted
10725,1,No Obstruction Noted
10726,1,No Obstruction Noted
10726,2,No Obstruction Noted
10727,1,No Obstruction Noted
10727,2,No Obstruction Noted
10728,1,No Obstruction Noted
10728,2,No Obstruction Noted
10728,3,No Obstruction Noted
10729,1,No Obstruction Noted
10729,2,No Obstruction Noted
10730,1,"Reflected Glare, Bright Sunlight, Headlights"
10730,2,No Obstruction Noted
10731,1,In-Transport Motor Vehicle (including load)
10731,2,No Obstruction Noted
10731,3,No Obstruction Noted
10732,1,No Obstruction Noted
10733,1,No Obstruction Noted
10734,1,No Obstruction Noted
10734,2,No Obstruction Noted
10735,1,No Obstruction Noted
10735,2,No Obstruction Noted
10736,1,No Obstruction Noted
10736,2,No Obstruction Noted
10737,1,No Obstruction Noted
10737,2,No Obstruction Noted
10737,3,No Obstruction Noted
10738,1,No Obstruction Noted
10739,1,No Obstruction Noted
10740,1,No Obstruction Noted
10741,1,No Obstruction Noted
10742,1,No Obstruction Noted
10743,1,No Obstruction Noted
10744,1,No Obstruction Noted
10744,2,No Obstruction Noted
10744,3,No Obstruction Noted
10745,1,No Obstruction Noted
10746,1,No Obstruction Noted
10746,2,No Obstruction Noted
10747,1,No Obstruction Noted
10748,1,No Obstruction Noted
10749,1,No Obstruction Noted
10749,2,No Obstruction Noted
10750,1,No Obstruction Noted
10750,2,No Obstruction Noted
10751,1,No Obstruction Noted
10751,2,No Obstruction Noted
10752,1,No Obstruction Noted
10752,2,No Obstruction Noted
10753,1,No Obstruction Noted
10754,1,No Obstruction Noted
10755,1,No Obstruction Noted
10755,2,No Obstruction Noted
10756,1,No Obstruction Noted
10757,1,No Obstruction Noted
10757,2,No Obstruction Noted
10758,1,No Obstruction Noted
10759,1,No Obstruction Noted
10759,2,No Obstruction Noted
10760,1,No Obstruction Noted
10760,2,No Obstruction Noted
10761,1,No Obstruction Noted
10761,2,No Obstruction Noted
10762,1,No Obstruction Noted
10762,2,No Obstruction Noted
10763,1,No Obstruction Noted
10764,1,No Obstruction Noted
10765,1,No Obstruction Noted
10766,1,No Obstruction Noted
10766,2,No Obstruction Noted
10767,1,No Obstruction Noted
10768,1,No Obstruction Noted
10769,1,No Obstruction Noted
10769,2,No Obstruction Noted
10770,1,No Obstruction Noted
10771,1,No Obstruction Noted
10772,1,No Obstruction Noted
10773,1,No Obstruction Noted
10773,2,No Obstruction Noted
10773,3,No Obstruction Noted
10774,1,"Reflected Glare, Bright Sunlight, Headlights"
10774,2,"Reflected Glare, Bright Sunlight, Headlights"
10775,1,No Obstruction Noted
10776,1,No Obstruction Noted
10777,1,No Obstruction Noted
10778,1,No Obstruction Noted
10778,2,No Obstruction Noted
10779,1,No Obstruction Noted
10780,1,No Obstruction Noted
10781,1,No Obstruction Noted
10782,1,No Obstruction Noted
10782,2,No Obstruction Noted
10783,1,No Obstruction Noted
10783,2,No Obstruction Noted
10784,1,No Obstruction Noted
10785,1,No Obstruction Noted
10786,1,No Obstruction Noted
10787,1,No Obstruction Noted
10787,2,No Obstruction Noted
10788,1,No Obstruction Noted
10788,2,No Obstruction Noted
10789,1,No Obstruction Noted
10789,2,No Obstruction Noted
10790,1,No Obstruction Noted
10791,1,No Obstruction Noted
10791,2,No Obstruction Noted
10792,1,No Obstruction Noted
10793,1,No Obstruction Noted
10794,1,No Obstruction Noted
10794,2,No Obstruction Noted
10794,3,No Obstruction Noted
10795,1,No Obstruction Noted
10795,2,No Obstruction Noted
10796,1,No Obstruction Noted
10796,2,No Obstruction Noted
10797,1,No Obstruction Noted
10798,1,No Obstruction Noted
10798,2,No Obstruction Noted
10799,1,No Obstruction Noted
10801,1,No Obstruction Noted
10802,1,No Obstruction Noted
10803,1,No Obstruction Noted
10804,1,No Obstruction Noted
10804,2,No Obstruction Noted
10805,1,No Obstruction Noted
10805,2,No Obstruction Noted
10806,1,No Obstruction Noted
10807,1,No Obstruction Noted
10808,1,No Obstruction Noted
10809,1,No Obstruction Noted
10810,1,No Obstruction Noted
10810,2,No Obstruction Noted
10811,1,No Obstruction Noted
10812,1,No Obstruction Noted
10812,2,No Obstruction Noted
10813,1,No Obstruction Noted
10814,1,No Obstruction Noted
10815,1,No Obstruction Noted
10815,2,No Obstruction Noted
10816,1,No Obstruction Noted
10816,2,No Obstruction Noted
10817,1,No Obstruction Noted
10818,1,No Obstruction Noted
10819,1,No Obstruction Noted
10819,2,No Obstruction Noted
10819,3,No Obstruction Noted
10820,1,No Obstruction Noted
10820,2,No Obstruction Noted
10821,1,No Obstruction Noted
10822,1,No Obstruction Noted
10822,2,No Obstruction Noted
10823,1,No Obstruction Noted
10824,1,No Obstruction Noted
10824,2,No Obstruction Noted
10825,1,No Obstruction Noted
10825,2,No Obstruction Noted
10825,3,No Obstruction Noted
10826,1,No Obstruction Noted
10827,1,No Obstruction Noted
10827,2,No Obstruction Noted
10828,1,No Obstruction Noted
10829,1,No Obstruction Noted
10829,2,No Obstruction Noted
10830,1,No Obstruction Noted
10831,1,No Obstruction Noted
10831,2,No Obstruction Noted
10831,3,No Obstruction Noted
10831,4,No Obstruction Noted
10831,5,No Obstruction Noted
10831,6,No Obstruction Noted
10832,1,No Obstruction Noted
10833,1,No Obstruction Noted
10834,1,No Obstruction Noted
10835,1,No Obstruction Noted
10835,2,No Obstruction Noted
10836,1,No Obstruction Noted
10837,1,No Obstruction Noted
10837,2,No Obstruction Noted
10838,1,No Obstruction Noted
10839,1,No Obstruction Noted
10840,1,"Rain, Snow, Fog, Smoke, Sand, Dust"
10840,2,No Obstruction Noted
10841,1,No Obstruction Noted
10841,2,No Obstruction Noted
10842,1,No Obstruction Noted
10843,1,No Obstruction Noted
10844,1,No Obstruction Noted
10844,2,No Obstruction Noted
10845,1,No Obstruction Noted
10846,1,No Obstruction Noted
10847,1,No Obstruction Noted
10847,2,No Obstruction Noted
10848,1,No Obstruction Noted
10849,1,No Obstruction Noted
10849,2,No Obstruction Noted
10850,1,No Driver Present/Unknown if Driver present
10851,1,No Obstruction Noted
10852,1,No Obstruction Noted
10852,2,No Obstruction Noted
10852,3,No Obstruction Noted
10853,1,No Obstruction Noted
10854,1,No Obstruction Noted
10855,1,No Obstruction Noted
10856,1,No Obstruction Noted
10856,2,No Obstruction Noted
10856,3,No Obstruction Noted
10857,1,"Curve, Hill or Other Roadway Design Feature"
10857,2,No Obstruction Noted
10858,1,No Obstruction Noted
10859,1,No Obstruction Noted
10860,1,No Obstruction Noted
10861,1,No Obstruction Noted
10861,2,No Obstruction Noted
10862,1,No Obstruction Noted
10863,1,No Obstruction Noted
10863,2,No Obstruction Noted
10864,1,No Obstruction Noted
10865,1,No Obstruction Noted
10866,1,No Driver Present/Unknown if Driver present
10866,2,No Obstruction Noted
10867,1,No Obstruction Noted
10867,2,No Obstruction Noted
10868,1,No Obstruction Noted
10868,2,No Obstruction Noted
10869,1,No Obstruction Noted
10870,1,No Obstruction Noted
10871,1,No Obstruction Noted
10871,2,No Obstruction Noted
10872,1,No Obstruction Noted
10872,2,No Obstruction Noted
10873,1,No Obstruction Noted
10873,2,No Obstruction Noted
10874,1,No Obstruction Noted
10874,2,No Obstruction Noted
10875,1,No Obstruction Noted
10875,2,No Obstruction Noted
10876,1,No Obstruction Noted
10876,2,No Obstruction Noted
10877,1,No Obstruction Noted
10877,2,No Obstruction Noted
10878,1,No Obstruction Noted
10879,1,No Obstruction Noted
10879,2,No Obstruction Noted
10880,1,No Obstruction Noted
10880,2,No Obstruction Noted
10881,1,No Obstruction Noted
10882,1,No Obstruction Noted
10883,1,No Obstruction Noted
10883,2,No Obstruction Noted
10884,1,No Obstruction Noted
10885,1,No Obstruction Noted
10886,1,No Obstruction Noted
10887,1,No Obstruction Noted
10887,2,No Obstruction Noted
10888,1,No Obstruction Noted
10888,2,No Obstruction Noted
10889,1,No Obstruction Noted
10889,2,No Obstruction Noted
10890,1,No Obstruction Noted
10891,1,No Obstruction Noted
10892,1,No Obstruction Noted
10892,2,No Obstruction Noted
10893,1,No Obstruction Noted
10893,2,No Obstruction Noted
10894,1,No Obstruction Noted
10894,2,No Obstruction Noted
10895,1,No Obstruction Noted
10896,1,No Obstruction Noted
10897,1,No Obstruction Noted
10898,1,No Obstruction Noted
10899,1,"Building, Billboard, Other Structure"
10900,1,No Obstruction Noted
10901,1,No Obstruction Noted
10901,2,No Obstruction Noted
10901,3,No Obstruction Noted
10902,1,No Obstruction Noted
10903,1,No Obstruction Noted
10904,1,No Obstruction Noted
10905,1,No Obstruction Noted
10905,2,No Obstruction Noted
10906,1,No Obstruction Noted
10906,2,No Obstruction Noted
10907,1,No Obstruction Noted
10908,1,No Obstruction Noted
10909,1,No Obstruction Noted
10910,1,No Obstruction Noted
10910,2,No Obstruction Noted
10911,1,"Curve, Hill or Other Roadway Design Feature"
10911,2,No Obstruction Noted
10911,3,No Obstruction Noted
10912,1,No Obstruction Noted
10913,1,No Obstruction Noted
10913,2,No Obstruction Noted
10914,1,No Obstruction Noted
10914,2,No Obstruction Noted
10915,1,No Obstruction Noted
10915,2,No Obstruction Noted
10916,1,No Obstruction Noted
10916,2,No Obstruction Noted
10917,1,No Obstruction Noted
10918,1,No Obstruction Noted
10918,2,No Obstruction Noted
10919,1,No Obstruction Noted
20001,1,No Obstruction Noted
20002,1,No Obstruction Noted
20002,2,No Obstruction Noted
20003,1,No Obstruction Noted
20003,2,No Obstruction Noted
20004,1,No Obstruction Noted
20004,2,Reported as Unknown
20005,1,No Obstruction Noted
20005,2,No Obstruction Noted
20005,3,No Obstruction Noted
20006,1,No Obstruction Noted
20006,2,No Obstruction Noted
20007,1,No Obstruction Noted
20007,2,No Obstruction Noted
20008,1,No Obstruction Noted
20008,2,No Obstruction Noted
20009,1,No Obstruction Noted
20010,1,No Obstruction Noted
20011,1,No Obstruction Noted
20012,1,No Obstruction Noted
20012,2,No Obstruction Noted
20013,1,No Obstruction Noted
20014,1,No Obstruction Noted
20015,1,No Obstruction Noted
20015,2,No Obstruction Noted
20015,3,No Obstruction Noted
20016,1,No Obstruction Noted
20017,1,No Obstruction Noted
20017,2,No Obstruction Noted
20018,1,No Obstruction Noted
20019,1,No Obstruction Noted
20019,2,No Obstruction Noted
20019,3,No Obstruction Noted
20019,4,No Obstruction Noted
20019,5,No Obstruction Noted
20020,1,No Obstruction Noted
20020,2,No Obstruction Noted
20021,1,No Obstruction Noted
20022,1,Reported as Unknown
20023,1,No Obstruction Noted
20023,2,No Obstruction Noted
20024,1,No Obstruction Noted
20025,1,No Obstruction Noted
20025,2,No Obstruction Noted
20026,1,No Obstruction Noted
20026,2,No Obstruction Noted
20027,1,No Obstruction Noted
20028,1,No Obstruction Noted
20029,1,Vision Obscured - No Details
20029,2,No Obstruction Noted
20030,1,No Obstruction Noted
20030,2,No Obstruction Noted
20031,1,No Obstruction Noted
20032,1,No Obstruction Noted
20032,2,No Obstruction Noted
20033,1,"Rain, Snow, Fog, Smoke, Sand, Dust"
20034,1,No Obstruction Noted
20034,2,No Obstruction Noted
20034,3,No Obstruction Noted
20035,1,No Obstruction Noted
20036,1,No Obstruction Noted
20036,2,No Obstruction Noted
20037,1,No Obstruction Noted
20038,1,No Obstruction Noted
20039,1,No Obstruction Noted
20040,1,No Obstruction Noted
20040,2,No Obstruction Noted
20041,1,No Obstruction Noted
20042,1,No Obstruction Noted
20042,2,No Obstruction Noted
20043,1,No Obstruction Noted
20043,2,No Obstruction Noted
20043,3,No Obstruction Noted
20044,1,No Obstruction Noted
20045,1,No Obstruction Noted
20046,1,No Obstruction Noted
20047,1,No Obstruction Noted
20047,2,No Obstruction Noted
20048,1,No Obstruction Noted
20048,2,No Obstruction Noted
20049,1,No Obstruction Noted
20049,2,No Obstruction Noted
20052,1,Reported as Unknown
20053,1,No Obstruction Noted
20054,1,No Obstruction Noted
20055,1,"Rain, Snow, Fog, Smoke, Sand, Dust"
20056,1,No Obstruction Noted
20057,1,No Obstruction Noted
20057,2,No Obstruction Noted
20058,1,No Obstruction Noted
20059,1,No Obstruction Noted
20060,1,No Obstruction Noted
20061,1,No Obstruction Noted
20061,2,No Obstruction Noted
20062,1,No Obstruction Noted
20063,1,No Obstruction Noted
20063,2,No Obstruction Noted
20064,1,No Obstruction Noted
20065,1,No Obstruction Noted
20065,2,No Obstruction Noted
20066,1,No Obstruction Noted
20066,2,No Obstruction Noted
20067,1,No Obstruction Noted
20067,2,Other Visual Obstruction
20068,1,No Obstruction Noted
20068,2,No Obstruction Noted
20069,1,No Obstruction Noted
20069,2,No Obstruction Noted
20070,1,No Obstruction Noted
20070,2,No Obstruction Noted
20071,1,No Obstruction Noted
20072,1,No Obstruction Noted
20072,2,No Obstruction Noted
20073,1,No Obstruction Noted
20073,2,No Obstruction Noted
20074,1,"Reflected Glare, Bright Sunlight, Headlights"
20075,1,No Obstruction Noted
20075,2,No Obstruction Noted
20076,1,No Obstruction Noted
