st_case,veh_no,per_no,nmcc
40749,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
40753,0,1,Wrong-Way Riding or Walking
40755,0,1,Failure to Yield Right-Of-Way
40755,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40762,0,1,Failure to Yield Right-Of-Way
40762,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40763,0,1,Wrong-Way Riding or Walking
40765,0,1,None Noted
40771,0,1,Failure to Yield Right-Of-Way
40771,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
40775,0,1,Reported as Unknown
40781,0,1,None Noted
40786,0,1,Failure to Yield Right-Of-Way
40786,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40786,0,2,Failure to Yield Right-Of-Way
40786,0,2,Improper Crossing of Roadway or Intersection (Jaywalking)
40793,0,1,Failure to Yield Right-Of-Way
40793,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40796,0,1,Failure to Yield Right-Of-Way
40797,0,1,Failure to Yield Right-Of-Way
40797,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40798,0,1,Failure to Yield Right-Of-Way
40798,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40800,0,1,Failure to Yield Right-Of-Way
40803,0,1,Reported as Unknown
40805,0,1,None Noted
40807,0,1,None Noted
40811,0,1,Failure to Yield Right-Of-Way
40811,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
40811,0,1,"Inattentive (Talking, Eating, Etc.)"
40811,0,1,Other (Specify:)
40813,0,1,Failure to Yield Right-Of-Way
40813,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40813,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
40820,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
40837,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40839,0,1,"Dash - Run, No Visual Obstruction Noted"
40839,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
40841,0,1,Reported as Unknown
40844,0,1,None Noted
40847,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
40858,0,1,Failure to Yield Right-Of-Way
40858,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40859,0,1,Reported as Unknown
40864,0,1,Reported as Unknown
40865,0,1,Failure to Yield Right-Of-Way
40865,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40866,0,1,Reported as Unknown
40869,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
40870,0,1,Failure to Yield Right-Of-Way
40870,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
40874,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
40880,0,1,Failure to Yield Right-Of-Way
40880,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40883,0,1,None Noted
40890,0,1,None Noted
40892,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40897,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40899,0,1,Failure to Yield Right-Of-Way
40899,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40901,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
40902,0,1,Reported as Unknown
40908,0,1,Failure to Yield Right-Of-Way
40908,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
40911,0,1,Failure to Yield Right-Of-Way
40911,0,1,"Dash - Run, No Visual Obstruction Noted"
40911,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40912,0,1,Reported as Unknown
40914,0,1,"Dash - Run, No Visual Obstruction Noted"
40914,0,1,Other (Specify:)
40918,0,1,Failure to Yield Right-Of-Way
40918,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40925,0,1,Failure to Yield Right-Of-Way
40925,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40926,0,1,Failure to Yield Right-Of-Way
40926,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40934,0,1,Reported as Unknown
40935,0,1,None Noted
40936,0,1,Failure to Yield Right-Of-Way
40936,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40948,0,1,Failure to Yield Right-Of-Way
40949,0,1,Failure to Yield Right-Of-Way
40949,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
40949,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
40950,0,1,Failure to Yield Right-Of-Way
40953,0,1,Failure to Yield Right-Of-Way
40953,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
40953,0,1,"Inattentive (Talking, Eating, Etc.)"
40954,0,1,Failure to Yield Right-Of-Way
40954,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40957,0,1,Reported as Unknown
40959,0,1,Failure to Yield Right-Of-Way
40959,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40960,0,1,None Noted
40962,0,1,None Noted
40963,0,1,Failure to Yield Right-Of-Way
40963,0,1,"Dash - Run, No Visual Obstruction Noted"
40963,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40968,0,1,Failure to Yield Right-Of-Way
40968,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40969,0,1,"Dash - Run, No Visual Obstruction Noted"
40970,0,1,Failure to Yield Right-Of-Way
40970,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
40971,0,1,Failure to Yield Right-Of-Way
40971,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40972,0,1,Failure to Yield Right-Of-Way
40972,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40975,0,1,Failure to Yield Right-Of-Way
40980,0,1,Failure to Yield Right-Of-Way
40980,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40984,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
40985,0,1,None Noted
40989,0,1,Failure to Yield Right-Of-Way
40989,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40990,0,1,Failure to Yield Right-Of-Way
40990,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
40996,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
40997,0,1,None Noted
40998,0,1,Failure to Yield Right-Of-Way
40998,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41002,0,1,Failure to Yield Right-Of-Way
41002,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41005,0,1,Other (Specify:)
41006,0,1,None Noted
41011,0,1,Failure to Yield Right-Of-Way
41011,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41012,0,1,Improper Turn/Merge
41013,0,1,Failure to Yield Right-Of-Way
41013,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41013,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
41018,0,1,None Noted
41019,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
41020,0,1,Dart-Out - Visual Obstruction Noted
41023,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
41024,0,1,Failure to Yield Right-Of-Way
41024,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41024,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
41032,0,1,Other (Specify:)
41033,0,1,Improper Turn/Merge
41038,0,1,Failure to Yield Right-Of-Way
41038,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41038,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
41039,0,1,Failure to Yield Right-Of-Way
41039,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
41042,0,1,Failure to Yield Right-Of-Way
41042,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41044,0,1,Reported as Unknown
41046,0,1,None Noted
41052,0,1,Failure to Yield Right-Of-Way
41052,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41053,0,1,Failure to Yield Right-Of-Way
41053,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41059,0,1,Failure to Yield Right-Of-Way
41059,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
41059,0,1,"Inattentive (Talking, Eating, Etc.)"
41061,0,1,Failure to Yield Right-Of-Way
41061,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41062,0,1,Failure to Yield Right-Of-Way
41062,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41065,0,1,None Noted
41065,0,2,None Noted
41065,0,3,None Noted
41070,0,1,Failure to Yield Right-Of-Way
41070,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41071,0,1,Failure to Yield Right-Of-Way
41071,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41074,0,1,Failure to Yield Right-Of-Way
41074,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
41079,0,1,Failure to Yield Right-Of-Way
41079,0,1,Wrong-Way Riding or Walking
41082,0,1,Failure to Yield Right-Of-Way
41082,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41083,0,1,Failure to Yield Right-Of-Way
41083,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41086,0,1,Failure to Yield Right-Of-Way
41086,0,1,Improper Turn/Merge
41086,0,1,Making Improper Entry to or Exit From Trafficway
41088,0,1,Wrong-Way Riding or Walking
41091,0,1,Failure to Yield Right-Of-Way
41091,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41094,0,1,Failure to Yield Right-Of-Way
41094,0,1,Other (Specify:)
41095,0,1,Failure to Yield Right-Of-Way
41095,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41096,0,1,Failure to Yield Right-Of-Way
41096,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41096,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
41097,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41100,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41103,0,1,Failure to Yield Right-Of-Way
41103,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41105,0,1,Reported as Unknown
41107,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
41109,0,1,Failure to Yield Right-Of-Way
41109,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41110,0,1,Other (Specify:)
41112,0,1,Failure to Yield Right-Of-Way
41112,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41116,0,1,Failure to Yield Right-Of-Way
41124,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
41125,0,1,Failure to Yield Right-Of-Way
41125,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41131,0,1,Failure to Yield Right-Of-Way
41131,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
41132,0,1,None Noted
41134,0,1,Failure to Yield Right-Of-Way
50572,0,1,Reported as Unknown
41134,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41137,0,1,None Noted
41142,0,1,None Noted
41146,0,1,Failure to Yield Right-Of-Way
41146,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
41152,0,1,None Noted
41153,0,1,Reported as Unknown
41154,0,1,Failure to Yield Right-Of-Way
41157,0,1,Failure to Yield Right-Of-Way
41158,0,1,Failure to Yield Right-Of-Way
41159,0,1,Failure to Yield Right-Of-Way
41159,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41159,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
41166,0,1,Failure to Yield Right-Of-Way
41167,0,1,Failure to Yield Right-Of-Way
41169,0,1,None Noted
41170,0,1,None Noted
41175,0,1,Failure to Yield Right-Of-Way
41175,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41179,0,1,None Noted
41182,0,1,Reported as Unknown
41184,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41186,0,1,Failure to Yield Right-Of-Way
41186,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
41188,0,1,None Noted
41197,0,1,Reported as Unknown
41202,0,1,None Noted
41203,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
41204,0,1,Failure to Yield Right-Of-Way
41204,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
41205,0,1,Failure to Yield Right-Of-Way
41205,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
41218,0,1,Failure to Yield Right-Of-Way
41218,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50009,0,1,Failure to Yield Right-Of-Way
50009,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50012,0,1,Failure to Yield Right-Of-Way
50012,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50014,0,1,"Dash - Run, No Visual Obstruction Noted"
50018,0,1,Failure to Yield Right-Of-Way
50018,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50023,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50023,0,1,"Inattentive (Talking, Eating, Etc.)"
50024,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50024,0,1,Wrong-Way Riding or Walking
50024,0,1,"Dash - Run, No Visual Obstruction Noted"
50024,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50026,0,1,Failure to Yield Right-Of-Way
50026,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
50026,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50029,0,1,None Noted
50040,0,1,Failure to Yield Right-Of-Way
50040,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50046,0,1,Reported as Unknown
50053,0,1,Failure to Yield Right-Of-Way
50053,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50061,0,1,None Noted
50063,0,1,Failure to Yield Right-Of-Way
50063,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50066,0,1,Failure to Yield Right-Of-Way
50066,0,1,"Dash - Run, No Visual Obstruction Noted"
50066,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50070,0,1,Reported as Unknown
50074,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50082,0,1,Improper Turn/Merge
50094,0,1,Failure to Yield Right-Of-Way
50094,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50094,0,1,"Inattentive (Talking, Eating, Etc.)"
50094,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50109,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50121,0,1,Failure to Yield Right-Of-Way
50121,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
50121,0,1,"Dash - Run, No Visual Obstruction Noted"
50121,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50146,0,1,None Noted
50156,0,1,Failure to Yield Right-Of-Way
50156,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50195,0,1,Failure to Yield Right-Of-Way
50195,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50199,0,1,Wrong-Way Riding or Walking
50200,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50200,0,1,Wrong-Way Riding or Walking
50208,0,1,Failure to Yield Right-Of-Way
50208,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50225,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50233,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50233,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50234,0,1,Wrong-Way Riding or Walking
50234,0,1,"Operating in other Erratic, Reckless, Careless or Negligent Manner"
50236,0,1,Failure to Yield Right-Of-Way
50236,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50241,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50250,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50250,0,1,Other (Specify:)
50253,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50266,0,1,"Dash - Run, No Visual Obstruction Noted"
50266,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50277,0,1,Reported as Unknown
50284,0,1,Reported as Unknown
50285,0,1,None Noted
50289,0,1,Reported as Unknown
50298,0,1,Failure to Yield Right-Of-Way
50298,0,1,Other (Specify:)
50302,0,1,"Dash - Run, No Visual Obstruction Noted"
50309,0,1,Failure to Yield Right-Of-Way
50309,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50312,0,1,Reported as Unknown
50326,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50335,0,1,"Dash - Run, No Visual Obstruction Noted"
50339,0,1,Reported as Unknown
50353,0,1,Other (Specify:)
50358,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50360,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50360,0,1,"Inattentive (Talking, Eating, Etc.)"
50360,0,1,Wrong-Way Riding or Walking
50360,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50362,0,1,Failure to Yield Right-Of-Way
50362,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50365,0,1,None Noted
50369,0,1,Failure to Yield Right-Of-Way
50378,0,1,Failure to Yield Right-Of-Way
50378,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50384,0,1,Reported as Unknown
50384,0,2,Reported as Unknown
50387,0,1,Failure to Yield Right-Of-Way
50391,0,1,Reported as Unknown
50392,0,1,Failure to Yield Right-Of-Way
50410,0,1,Failure to Yield Right-Of-Way
50410,0,1,"Dash - Run, No Visual Obstruction Noted"
50410,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50412,0,1,Failure to Yield Right-Of-Way
50412,0,1,"Dash - Run, No Visual Obstruction Noted"
50417,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50417,0,2,Reported as Unknown
50426,0,1,Failure to Yield Right-Of-Way
50426,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50426,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50427,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50438,0,1,Failure to Yield Right-Of-Way
50441,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50451,0,1,Failure to Yield Right-Of-Way
50451,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50457,0,1,None Noted
50458,0,1,Failure to Yield Right-Of-Way
50458,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50465,0,1,Reported as Unknown
50474,0,1,Failure to Yield Right-Of-Way
50490,0,1,None Noted
50490,0,2,None Noted
50492,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50492,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50509,0,1,Failure to Yield Right-Of-Way
50509,0,1,"Dash - Run, No Visual Obstruction Noted"
50509,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50512,0,1,Failure to Yield Right-Of-Way
50525,0,1,None Noted
50531,0,1,None Noted
50536,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50536,0,1,"Dash - Run, No Visual Obstruction Noted"
50536,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50546,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50559,0,1,Failure to Yield Right-Of-Way
50559,0,1,"Dash - Run, No Visual Obstruction Noted"
50561,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50582,0,1,Failure to Yield Right-Of-Way
50582,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50583,0,1,None Noted
50586,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50588,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
50590,0,1,Failure to Yield Right-Of-Way
50590,0,1,"Dash - Run, No Visual Obstruction Noted"
50590,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
50591,0,1,Dart-Out - Visual Obstruction Noted
50591,0,1,Failure to Yield Right-Of-Way
50591,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
50593,0,1,Failure to Yield Right-Of-Way
50593,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
60005,0,1,Failure to Yield Right-Of-Way
60005,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
60005,0,1,"Dash - Run, No Visual Obstruction Noted"
60010,0,1,Failure to Yield Right-Of-Way
60010,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
60011,0,1,Failure to Yield Right-Of-Way
