ST_CASE,VEH_NO,DRIVER_DISTRACTION
120428,1,Reported as Unknown if Distracted
120429,1,Not Distracted
120430,1,Reported as Unknown if Distracted
120431,1,Reported as Unknown if Distracted
120432,1,Reported as Unknown if Distracted
120432,2,Not Distracted
120433,1,Not Distracted
120434,1,Not Distracted
120435,1,Not Distracted
120435,2,Not Distracted
120436,1,Not Distracted
120437,1,Reported as Unknown if Distracted
120437,2,Not Distracted
120437,3,Not Distracted
120438,1,Reported as Unknown if Distracted
120438,2,Not Distracted
120439,1,"Distracted by Outside Person, Object or Event"
120440,1,Not Distracted
120440,2,Not Distracted
120441,1,Not Distracted
120442,1,Not Distracted
120443,1,Not Distracted
120443,2,No Driver Present/Unknown if Driver present
120444,1,Not Distracted
120445,1,Not Distracted
120446,1,Not Distracted
120447,1,Not Distracted
120447,2,Not Distracted
120448,1,Not Distracted
120448,2,Reported as Unknown if Distracted
120449,1,Not Distracted
120450,1,Reported as Unknown if Distracted
120451,1,Not Distracted
120451,2,Not Distracted
120452,1,Not Distracted
120452,2,Not Distracted
120453,1,Reported as Unknown if Distracted
120453,2,Not Distracted
120454,1,Not Distracted
120454,2,Not Distracted
120454,3,Not Distracted
120455,1,Reported as Unknown if Distracted
120456,1,Reported as Unknown if Distracted
120457,1,Not Distracted
120457,2,Not Distracted
120458,1,Reported as Unknown if Distracted
120459,1,Not Distracted
120460,1,Not Distracted
120460,2,Reported as Unknown if Distracted
120461,1,Not Distracted
120462,1,Not Distracted
120463,1,Not Distracted
120463,2,Not Distracted
120464,1,Reported as Unknown if Distracted
120465,1,Not Distracted
120466,1,Not Distracted
120467,1,Not Distracted
120467,2,Not Distracted
120468,1,Not Distracted
120468,2,Not Distracted
120470,1,Reported as Unknown if Distracted
120471,1,Reported as Unknown if Distracted
120473,1,Not Distracted
120474,1,Reported as Unknown if Distracted
120474,2,Not Distracted
120475,1,Not Distracted
120475,2,Not Distracted
120476,1,"Inattention (Inattentive), Details Unknown"
120477,1,Not Distracted
120478,1,Not Distracted
120478,2,Not Distracted
120479,1,Reported as Unknown if Distracted
120480,1,Reported as Unknown if Distracted
120483,1,Not Distracted
120484,1,"Inattention (Inattentive), Details Unknown"
120484,2,Not Distracted
120485,1,"Inattention (Inattentive), Details Unknown"
120485,2,Not Distracted
120485,3,Not Distracted
120486,1,Reported as Unknown if Distracted
120487,1,Not Distracted
120487,2,Not Distracted
120488,1,Not Distracted
120488,2,Not Distracted
120489,1,Reported as Unknown if Distracted
120490,1,Not Distracted
120491,1,Not Distracted
120491,2,Not Distracted
120492,1,Reported as Unknown if Distracted
120493,1,Not Distracted
120494,1,Reported as Unknown if Distracted
120494,2,Not Distracted
120495,1,Reported as Unknown if Distracted
120497,1,Not Distracted
120497,2,Not Distracted
120498,1,Reported as Unknown if Distracted
120499,1,Not Distracted
120500,1,Not Distracted
120501,1,Reported as Unknown if Distracted
120502,1,Not Distracted
120503,1,Not Distracted
120504,1,Reported as Unknown if Distracted
120504,2,Not Distracted
120504,3,Not Distracted
120505,1,Not Distracted
120505,2,Not Distracted
120506,1,Not Distracted
120507,1,Not Distracted
120507,2,Not Distracted
120508,1,Not Distracted
120509,1,Not Distracted
120510,1,Not Distracted
120511,1,"Inattention (Inattentive), Details Unknown"
120511,2,"Inattention (Inattentive), Details Unknown"
120512,1,Not Distracted
120513,1,Not Distracted
120513,2,No Driver Present/Unknown if Driver present
120514,1,Reported as Unknown if Distracted
120514,2,Not Distracted
120515,1,Reported as Unknown if Distracted
120516,1,Not Distracted
120517,1,"Inattention (Inattentive), Details Unknown"
120517,2,Not Distracted
120518,1,"Inattention (Inattentive), Details Unknown"
120518,2,Not Distracted
120519,1,Not Distracted
120519,2,Not Distracted
120520,1,Reported as Unknown if Distracted
120521,1,Not Distracted
120522,1,Not Distracted
120523,1,Not Distracted
120524,1,Not Distracted
120524,2,Not Distracted
120524,3,Not Distracted
120525,1,Not Distracted
120526,1,Reported as Unknown if Distracted
120527,1,Reported as Unknown if Distracted
120528,1,Reported as Unknown if Distracted
120528,2,Reported as Unknown if Distracted
120529,1,Reported as Unknown if Distracted
120529,2,Not Distracted
120530,1,Not Distracted
120531,1,Not Distracted
120532,1,"Inattention (Inattentive), Details Unknown"
120532,2,Not Distracted
120532,3,Not Distracted
120532,4,Not Distracted
120533,1,Not Distracted
120533,2,Not Distracted
120534,1,Reported as Unknown if Distracted
120535,1,Not Distracted
120536,1,Not Distracted
120536,2,Not Distracted
120537,1,Reported as Unknown if Distracted
120538,1,Not Distracted
120539,1,Reported as Unknown if Distracted
120539,2,Not Distracted
120540,1,Not Distracted
120540,2,Not Distracted
120540,3,Not Distracted
120541,1,Not Distracted
120542,1,Not Distracted
120543,1,Not Distracted
120544,1,Not Distracted
120544,2,Not Distracted
120545,1,Not Distracted
120546,1,Not Distracted
120547,1,Not Distracted
120548,1,Not Distracted
120548,2,Not Distracted
120549,1,Reported as Unknown if Distracted
120550,1,Reported as Unknown if Distracted
120551,1,Not Distracted
120551,2,Not Distracted
120552,1,Reported as Unknown if Distracted
120553,1,Not Distracted
120553,2,Not Distracted
120554,1,Not Distracted
120555,1,Not Distracted
120555,2,Not Distracted
120556,1,Not Distracted
120557,1,Not Distracted
120558,1,Not Distracted
120558,2,Not Distracted
120559,1,Reported as Unknown if Distracted
120559,2,Not Distracted
120560,1,Not Distracted
120560,2,Not Distracted
120560,3,Not Distracted
120561,1,Not Distracted
120562,1,Not Distracted
120562,2,Not Distracted
120562,3,Not Distracted
120562,4,Not Distracted
120563,1,Reported as Unknown if Distracted
120563,2,Not Distracted
120563,3,Not Distracted
120564,1,Reported as Unknown if Distracted
120565,1,Not Distracted
120566,1,Not Distracted
120566,2,Not Distracted
120567,1,Reported as Unknown if Distracted
120568,1,Not Distracted
120569,1,Not Distracted
120570,1,"Inattention (Inattentive), Details Unknown"
120570,2,Not Distracted
120570,3,Not Distracted
120571,1,Reported as Unknown if Distracted
120572,1,Not Distracted
120572,2,Not Distracted
120573,1,Reported as Unknown if Distracted
120574,1,"Inattention (Inattentive), Details Unknown"
120575,1,Not Distracted
120576,1,"Distracted by Outside Person, Object or Event"
120577,1,Not Distracted
120577,2,Reported as Unknown if Distracted
120578,1,Reported as Unknown if Distracted
120579,1,Not Distracted
120580,1,Reported as Unknown if Distracted
120580,2,Reported as Unknown if Distracted
120581,1,Not Distracted
120582,1,Reported as Unknown if Distracted
120582,2,Not Distracted
120584,1,"Inattention (Inattentive), Details Unknown"
120584,2,Not Distracted
120585,1,Reported as Unknown if Distracted
120585,2,Not Distracted
120585,3,Not Distracted
120586,1,Not Distracted
120587,1,Not Distracted
120587,2,Not Distracted
120588,1,Reported as Unknown if Distracted
120589,1,Not Distracted
120590,1,Not Distracted
120590,2,Not Distracted
120591,1,Not Distracted
120592,1,Not Distracted
120592,2,Not Distracted
120593,1,Not Distracted
120594,1,Not Distracted
120596,1,Not Distracted
120596,2,Not Distracted
120597,1,Not Distracted
120597,2,Not Distracted
120598,1,Reported as Unknown if Distracted
120599,1,"Inattention (Inattentive), Details Unknown"
120599,2,Not Distracted
120600,1,Reported as Unknown if Distracted
120601,1,Reported as Unknown if Distracted
120603,1,Not Distracted
120604,1,"Inattention (Inattentive), Details Unknown"
120604,2,Not Distracted
120605,1,Reported as Unknown if Distracted
120606,1,"Distracted by Outside Person, Object or Event"
120607,1,Not Distracted
120608,1,Not Distracted
120608,2,Not Distracted
120609,1,Not Distracted
120609,2,Not Distracted
120609,3,Not Distracted
120610,1,Reported as Unknown if Distracted
120611,1,Not Distracted
120611,2,Not Distracted
120611,3,Not Distracted
120612,1,Not Distracted
120613,1,Not Distracted
120614,1,Reported as Unknown if Distracted
120614,2,Not Distracted
120615,1,Reported as Unknown if Distracted
120616,1,Reported as Unknown if Distracted
120617,1,Reported as Unknown if Distracted
120617,2,Not Distracted
120618,1,Not Distracted
120619,1,Reported as Unknown if Distracted
120619,2,Not Distracted
120620,1,Reported as Unknown if Distracted
120621,1,Reported as Unknown if Distracted
120622,1,Reported as Unknown if Distracted
120622,2,Not Distracted
120623,1,Not Distracted
120624,1,Reported as Unknown if Distracted
120624,2,Not Distracted
120625,1,Not Distracted
120626,1,Not Distracted
120626,2,Not Distracted
120628,1,Reported as Unknown if Distracted
120629,1,Reported as Unknown if Distracted
120630,1,Not Distracted
120630,2,Not Distracted
120631,1,Not Distracted
120632,1,Not Distracted
120633,1,Reported as Unknown if Distracted
120634,1,Reported as Unknown if Distracted
120634,2,Not Distracted
120635,1,Reported as Unknown if Distracted
120636,1,Not Distracted
120637,1,Not Distracted
120637,2,Not Distracted
120638,1,Reported as Unknown if Distracted
120639,1,Not Distracted
120641,1,Not Distracted
120642,1,Reported as Unknown if Distracted
120643,1,Not Distracted
120644,1,Reported as Unknown if Distracted
120645,1,Not Distracted
120645,2,Not Distracted
120647,1,Not Distracted
120648,1,"Inattention (Inattentive), Details Unknown"
120648,2,Not Distracted
120649,1,Not Distracted
120649,2,Not Distracted
120650,1,Not Distracted
120650,2,Not Distracted
120651,1,Not Distracted
120651,2,Not Distracted
120652,1,Reported as Unknown if Distracted
120653,1,Not Distracted
120654,1,Reported as Unknown if Distracted
120655,1,Not Distracted
120656,1,Not Distracted
120657,1,Reported as Unknown if Distracted
120657,2,Reported as Unknown if Distracted
120658,1,Reported as Unknown if Distracted
120659,1,Not Distracted
120659,2,Not Distracted
120660,1,Not Distracted
120660,2,Not Distracted
120660,3,Not Distracted
120661,1,Reported as Unknown if Distracted
120662,1,Not Distracted
120662,2,Not Distracted
120662,3,Not Distracted
120663,1,Not Distracted
120664,1,Not Distracted
120664,2,Not Distracted
120664,3,Not Distracted
120664,4,Not Distracted
120665,1,Not Distracted
120665,2,Not Distracted
120666,1,"Inattention (Inattentive), Details Unknown"
120666,2,Not Distracted
120666,3,Not Distracted
120666,4,Not Distracted
120666,5,Not Distracted
120666,6,Not Distracted
120667,1,Not Distracted
120667,2,Not Distracted
120667,3,Not Distracted
120668,1,Reported as Unknown if Distracted
120669,1,Not Distracted
120670,1,Not Distracted
120670,2,Reported as Unknown if Distracted
120671,1,Not Distracted
120672,1,Not Distracted
120672,2,Not Distracted
120674,1,Not Distracted
120676,1,Not Distracted
120677,1,Not Distracted
120677,2,Reported as Unknown if Distracted
120678,1,Not Distracted
120679,1,Reported as Unknown if Distracted
120681,1,Reported as Unknown if Distracted
120682,1,Reported as Unknown if Distracted
120682,2,"Inattention (Inattentive), Details Unknown"
120684,1,Not Distracted
120685,1,Not Distracted
120685,2,Not Distracted
120686,1,Not Distracted
120687,1,Reported as Unknown if Distracted
120687,2,Not Distracted
120688,1,Not Distracted
120689,1,Reported as Unknown if Distracted
120690,1,"Inattention (Inattentive), Details Unknown"
120690,2,Not Distracted
120691,1,Not Distracted
120691,2,Not Distracted
120691,3,Not Distracted
120692,1,Reported as Unknown if Distracted
120693,1,Reported as Unknown if Distracted
120693,2,Not Distracted
120694,1,Not Distracted
120695,1,Reported as Unknown if Distracted
120696,1,Reported as Unknown if Distracted
120696,2,Not Distracted
120697,1,Not Distracted
120697,2,Not Distracted
120698,1,Reported as Unknown if Distracted
120700,1,Not Distracted
120700,2,Not Distracted
120701,1,Reported as Unknown if Distracted
120702,1,Not Distracted
120702,2,Not Distracted
120702,3,Not Distracted
120702,4,Not Distracted
120703,1,Reported as Unknown if Distracted
120703,2,Not Distracted
120703,3,Not Distracted
120704,1,Reported as Unknown if Distracted
120704,2,Not Distracted
120705,1,Not Distracted
120705,2,Not Distracted
120706,1,Not Distracted
120707,1,Not Distracted
120708,1,"Inattention (Inattentive), Details Unknown"
120709,1,"Inattention (Inattentive), Details Unknown"
120709,2,Not Distracted
120710,1,Not Distracted
120711,1,Not Distracted
120712,1,"Inattention (Inattentive), Details Unknown"
120713,1,Not Distracted
120714,1,Not Distracted
120714,2,Not Distracted
120715,1,Reported as Unknown if Distracted
120715,2,Reported as Unknown if Distracted
120716,1,"Inattention (Inattentive), Details Unknown"
120716,2,Not Distracted
120716,3,Not Distracted
120717,1,Not Distracted
120718,1,Reported as Unknown if Distracted
120718,2,Reported as Unknown if Distracted
120719,1,Reported as Unknown if Distracted
120719,2,Not Distracted
120719,3,Not Distracted
120720,1,"Inattention (Inattentive), Details Unknown"
120720,2,Not Distracted
120721,1,Not Distracted
120722,1,Reported as Unknown if Distracted
120722,2,Not Distracted
120723,1,Not Distracted
120724,1,Not Distracted
120725,1,Reported as Unknown if Distracted
120725,2,Not Distracted
120726,1,Reported as Unknown if Distracted
120726,2,Not Distracted
120727,1,Reported as Unknown if Distracted
120727,2,Reported as Unknown if Distracted
120728,1,Not Distracted
120729,1,Not Distracted
120730,1,Reported as Unknown if Distracted
120731,1,Not Distracted
120731,2,Not Distracted
120732,1,Not Distracted
120732,2,Reported as Unknown if Distracted
120733,1,Not Distracted
120733,2,"Inattention (Inattentive), Details Unknown"
120734,1,Not Distracted
120735,1,Reported as Unknown if Distracted
120736,1,Not Distracted
120737,1,Not Distracted
120737,2,Not Distracted
120738,1,Not Distracted
120739,1,Not Distracted
120740,1,"Inattention (Inattentive), Details Unknown"
120740,2,Not Distracted
120741,1,Reported as Unknown if Distracted
120741,2,Not Distracted
120742,1,Not Distracted
120743,1,Reported as Unknown if Distracted
120744,1,Not Distracted
120744,2,Not Distracted
120745,1,Not Distracted
120746,1,Not Distracted
120747,1,Reported as Unknown if Distracted
120748,1,Reported as Unknown if Distracted
120749,1,Not Distracted
120750,1,Not Distracted
120750,2,Not Distracted
120750,3,Not Distracted
120751,1,Not Distracted
120752,1,Not Distracted
120753,1,Not Distracted
120754,1,Reported as Unknown if Distracted
120754,2,Not Distracted
120755,1,Not Distracted
120756,1,Reported as Unknown if Distracted
120756,2,Reported as Unknown if Distracted
120756,3,Not Distracted
120756,4,Not Distracted
120757,1,"Inattention (Inattentive), Details Unknown"
120757,2,Not Distracted
120758,1,Reported as Unknown if Distracted
120758,2,Reported as Unknown if Distracted
120760,1,Reported as Unknown if Distracted
120760,2,Not Distracted
120761,1,Not Distracted
120762,1,Not Distracted
120763,1,Reported as Unknown if Distracted
120763,2,Not Distracted
120764,1,Not Distracted
120765,1,Reported as Unknown if Distracted
120766,1,Not Distracted
120767,1,"Distraction (Distracted), Details Unknown"
120768,1,Not Distracted
120769,1,"Inattention (Inattentive), Details Unknown"
120770,1,Reported as Unknown if Distracted
120770,2,Not Distracted
120771,1,
120772,1,Not Distracted
120772,2,Reported as Unknown if Distracted
120773,1,"Distracted by Outside Person, Object or Event"
120773,2,Reported as Unknown if Distracted
120774,1,Not Distracted
120774,2,Reported as Unknown if Distracted
120775,1,Not Distracted
120776,1,Not Distracted
