ST_CASE,VEH_NO,VIOLATION
40174,2,Driving while impaired
40175,1,None
40176,1,None
40178,1,None
40178,2,None
40179,1,None
40179,2,None
40179,3,None
40179,4,None
40180,1,None
40181,1,None
40181,2,None
40182,1,None
40183,1,None
40185,1,None
40185,2,None
40186,1,None
40186,2,None
40187,1,None
40187,2,None
40188,1,None
40188,2,None
40188,3,None
40188,4,None
40188,5,None
40188,6,None
40188,7,None
40189,1,None
40190,1,None
40190,2,None
40190,3,None
40190,4,None
40191,1,None
40192,1,Enter intersection when space insufficient
40192,2,None
40193,1,None
40194,1,None
40194,2,None
40195,1,Fail to yield generally
40195,2,None
40196,1,Manslaughter or homicide
40196,1,"Speed related violations, generally"
40196,1,Unsafe or prohibited lane change
40196,2,None
40197,1,None
40198,1,None
40198,2,None
40198,3,None
40199,1,None
40200,1,Driving while impaired
40201,1,None
40202,1,None
40202,2,None
40203,1,None
40203,2,None
40204,1,None
40205,1,None
40206,1,None
40207,1,None
40208,1,None
40209,1,None
40210,1,None
40211,1,None
40212,1,None
40212,2,None
40213,1,None
40214,1,None
40214,2,None
40215,1,None
40215,2,None
40216,1,Serious violation resulting in death
40216,2,None
40217,1,None
40218,1,"Turn, yield, signaling violations generally"
40218,2,None
40218,3,None
40219,1,None
40219,2,None
40220,1,None
40220,2,None
40220,3,None
40221,1,None
40222,1,None
40223,1,None
40224,1,Serious violation resulting in death
40224,1,Fail to obey stop sign
40224,2,None
40225,1,Driving while impaired
40226,1,None
40227,1,None
40227,2,None
40227,3,None
40227,4,None
40228,1,None
40229,1,None
40230,1,None
40231,1,None
40232,1,None
40233,1,None
40233,2,None
40234,1,None
40234,2,None
40235,1,None
40235,2,None
40236,1,None
40237,1,None
40237,2,None
40238,1,None
40239,1,None
40239,2,None
40240,1,Serious violation resulting in death
40241,1,None
40241,2,None
40241,3,None
40242,1,None
40243,1,None
40244,1,None
40244,2,None
40245,1,None
40246,1,None
40246,3,None
40247,1,None
40247,2,None
40248,1,None
40249,1,None
40249,2,None
40249,3,None
40249,4,None
40250,1,None
40250,2,None
40251,1,None
40252,1,None
40252,2,None
40253,1,None
40254,1,None
40254,2,None
40255,1,"Inattentive, careless, improper driving, driving without due care"
40256,1,None
40256,2,None
40257,1,None
40258,1,None
40258,2,None
40259,1,None
40259,2,None
40259,3,None
40259,4,None
40260,1,None
40260,2,None
40261,1,None
40262,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
40263,1,None
40264,1,None
40264,2,None
40265,1,None
40265,2,None
40265,3,None
40265,4,None
40266,1,None
40266,2,None
40266,3,None
40267,1,None
40267,2,None
40267,3,None
40268,1,"Improper, unsafe passing"
40268,2,None
40269,1,None
40269,2,None
40269,3,None
40269,4,None
40270,1,None
40270,2,None
40271,1,None
40272,1,None
40272,2,None
40273,1,None
40274,1,None
40274,2,None
40274,3,None
40275,1,None
40275,2,None
40276,1,None
40277,1,None
40278,1,None
40279,1,None
40280,1,None
40280,2,None
40281,1,None
40281,2,None
40282,1,None
40282,2,None
40283,1,None
40284,1,None
40285,1,None
40286,1,None
40287,1,None
40288,1,None
40288,2,None
40289,1,Serious violation resulting in death
40289,2,None
40290,1,None
40291,1,None
40291,2,None
40291,3,None
40293,1,None
40294,1,None
40295,1,None
40295,2,None
40296,1,None
40297,1,
40297,2,None
40298,1,None
40298,2,None
40298,3,None
40299,1,None
40300,1,None
40301,1,None
40302,1,None
40302,2,None
40303,1,None
40304,1,None
40304,2,None
40305,1,None
40306,1,None
40307,1,None
40307,2,None
40309,1,None
40310,1,None
40311,1,None
40312,1,None
40313,1,None
40314,1,None
40314,2,None
40314,3,None
40315,1,"Hit-and-run, fail to stop after crash"
40316,1,None
40317,1,None
40318,1,None
40318,2,None
40319,1,None
40320,1,None
40320,2,None
40321,1,None
40321,2,None
40322,1,None
40322,2,None
40323,1,None
40324,1,None
40325,1,None
40325,2,Other driver license violations
40326,1,None
40326,2,None
40327,1,None
40327,2,None
40328,1,None
40329,1,None
40330,1,None
40331,1,None
40332,1,None
40333,1,Driving while impaired
40333,2,None
40334,1,None
40335,1,None
40335,2,None
40335,3,None
40336,1,None
40337,1,None
40338,1,None
40339,1,Fail to yield generally
40339,2,None
40340,1,None
40340,2,Driving under influence of substance not intended to intoxicate
40342,1,None
40342,2,None
40343,1,None
40343,2,None
40344,1,None
40345,1,None
40346,1,None
40347,1,None
40348,1,None
40349,1,None
40350,1,None
40351,1,Manslaughter or homicide
40352,1,None
40352,2,None
40353,1,None
40354,1,None
40355,1,None
40355,2,None
40356,1,Serious violation resulting in death
40356,1,Fail to obey traffic control device
40357,1,None
40358,1,None
40359,1,None
40360,1,None
40361,1,None
40362,1,None
40362,2,None
40363,1,None
40364,1,None
40365,1,None
40366,1,None
40366,2,None
40367,1,None
40367,2,None
40367,3,None
40368,1,None
40369,1,None
40370,1,None
40370,2,None
40371,1,None
40372,1,None
40373,1,None
40374,1,"Hit-and-run, fail to stop after crash"
40375,1,None
40375,2,None
40376,1,None
40377,1,None
40378,1,None
40378,2,None
40379,1,None
40380,1,None
40381,1,None
40382,1,Failure to require restraint use (by self or passengers)
40382,2,None
40382,3,None
40382,4,None
40383,1,None
40383,2,None
40384,1,None
40384,2,None
40384,3,None
40385,1,None
40385,2,None
40386,1,None
40387,1,Serious violation resulting in death
40387,2,None
40388,1,None
40389,1,"Improper method & position of turn (too wide, wrong lane)"
40389,2,None
40390,1,None
40391,1,None
40391,2,None
40392,1,
40392,2,None
40393,1,None
40394,1,Manslaughter or homicide
40394,1,"Hit-and-run, fail to stop after crash"
40395,1,None
40396,1,None
40396,2,None
40397,1,"Lane violations, generally"
40398,1,None
40399,1,None
40401,1,None
40402,1,
40402,2,
40402,3,None
40402,4,None
40404,1,None
40405,1,None
40405,2,None
40406,1,None
40407,1,None
40408,1,None
40409,1,None
40409,2,None
40409,3,None
40410,1,None
40410,2,None
40411,1,None
40411,2,None
40412,1,Serious violation resulting in death
40412,1,Speed greater than reasonable & prudent (not necessarily over the limit)
40412,1,"Improper method & position of turn (too wide, wrong lane)"
40413,1,None
40413,2,None
40414,1,None
40414,2,None
40416,1,None
40417,1,None
40418,1,None
40418,2,None
40419,1,None
40420,1,None
40421,1,None
40422,1,Serious violation resulting in death
40422,2,None
40423,1,None
40423,2,None
40424,1,None
40425,1,None
40425,2,None
40426,1,None
40428,1,None
40429,1,None
40429,2,None
40430,1,None
40430,2,None
40431,1,None
40431,2,None
40432,1,None
40433,1,None
40433,2,None
40434,1,None
40435,1,None
40435,2,None
40436,1,Driving while impaired
40437,1,None
40437,2,None
40438,1,None
40438,2,None
40439,1,None
40439,2,None
40440,1,None
40441,1,None
40442,1,None
40443,1,"Hit-and-run, fail to stop after crash"
40443,2,
40444,1,None
40445,1,Fail to give way when overtaken
40446,1,None
40447,1,None
40447,2,None
40448,1,"Speed related violations, generally"
40448,2,None
40449,1,None
40449,2,None
40450,1,None
40450,2,None
40451,1,None
40452,1,None
40452,2,None
40453,1,None
40453,2,None
40453,3,None
40454,1,None
40454,2,None
40455,1,None
40456,1,None
40457,1,Serious violation resulting in death
40457,2,None
40458,1,None
40459,1,None
40460,1,None
40460,2,None
40461,1,None
40462,1,None
40462,2,None
40462,3,None
40463,1,None
40463,2,None
40464,1,None
40465,1,None
40467,1,None
40468,1,None
40469,1,None
40470,1,None
40470,2,None
40471,1,None
40472,1,None
40472,2,None
40473,1,None
40473,2,None
40474,1,None
40474,2,None
40475,1,None
40476,1,None
40477,1,None
40478,1,None
40479,1,None
40480,1,None
40481,1,None
40482,1,None
40483,1,None
40483,2,None
40484,1,Fail to yield generally
40484,2,None
40485,1,None
40486,1,None
40486,2,None
40487,1,None
40487,2,None
40488,1,Manslaughter or homicide
40488,2,None
40489,1,Serious violation resulting in death
40489,1,Fail to yield generally
40489,1,Other driver license violations
40489,2,None
40490,1,None
40490,2,None
40491,1,None
40492,1,None
40493,1,None
40494,1,None
40494,2,None
40495,1,Serious violation resulting in death
40495,2,None
40496,1,None
40496,2,None
40497,1,"Speed related violations, generally"
40497,2,None
40498,1,None
40499,1,None
40499,2,None
40500,1,None
40501,1,None
40501,2,None
40502,1,None
40503,1,None
40504,1,None
40505,1,None
40505,2,None
40506,1,None
40507,1,None
40508,1,None
40508,2,None
40509,1,None
40509,2,None
40510,1,None
40510,2,None
40511,1,None
40511,2,None
40512,1,None
40513,1,None
40513,2,None
40514,1,None
40515,1,None
40515,2,None
40516,1,None
40516,2,None
40517,1,
40518,1,None
40519,1,None
40519,2,None
40519,3,None
40521,1,"Hit-and-run, fail to stop after crash"
40522,1,None
40523,1,None
40524,1,Fail to yield generally
40524,2,None
40525,1,None
40525,2,None
40526,1,Fail to yield generally
40526,2,None
40527,1,None
40529,1,Speed greater than reasonable & prudent (not necessarily over the limit)
40529,1,Other driver license violations
40530,1,Manslaughter or homicide
40530,1,Willful reckless driving; driving to endanger; negligent driving
40530,2,Manslaughter or homicide
40530,2,Willful reckless driving; driving to endanger; negligent driving
40530,3,None
40531,1,None
40531,2,None
40532,1,None
40533,1,None
40534,1,None
40535,1,None
40535,2,None
40536,1,None
40536,2,None
40536,3,None
40537,1,None
40537,2,None
40538,1,Driving while license withdrawn
40538,2,None
40539,1,None
40539,2,None
40540,1,None
40541,1,None
40541,2,None
40542,1,None
40543,1,Driving under influence of substance not intended to intoxicate
40543,2,None
40543,3,None
40543,4,None
40544,1,None
40545,1,None
40546,1,None
40546,2,None
40546,3,None
40547,1,None
40548,1,None
40548,2,None
40548,3,None
40548,4,None
40549,1,None
40550,1,None
40550,2,None
40551,1,None
40551,2,None
40552,1,None
40553,1,None
40554,1,None
40555,1,None
40555,2,None
40556,1,Speed greater than reasonable & prudent (not necessarily over the limit)
40556,1,Vehicle registration violations
40556,1,Fail to carry insurance card
40557,1,None
40558,1,None
40559,1,None
40560,1,None
40561,1,None
40561,2,None
40562,1,None
40562,2,None
40563,1,None
40564,1,Speed greater than reasonable & prudent (not necessarily over the limit)
40564,2,None
40566,1,Speed greater than reasonable & prudent (not necessarily over the limit)
40566,1,Other driver license violations
40566,2,None
40567,1,None
40568,1,Speed greater than reasonable & prudent (not necessarily over the limit)
40568,1,Other driver license violations
40568,2,None
40569,1,None
40570,1,Serious violation resulting in death
40570,2,None
40571,1,None
40572,1,None
40572,2,None
40573,1,None
40574,1,None
40575,1,Speed greater than reasonable & prudent (not necessarily over the limit)
40575,2,
40576,1,None
40577,1,None
40577,2,None
40578,1,None
40579,1,None
40580,1,None
40581,1,None
40582,1,Manslaughter or homicide
40582,2,None
40583,1,None
40583,2,None
40583,3,None
40584,1,None
40584,2,None
40585,1,Manslaughter or homicide
40585,1,Willful reckless driving; driving to endanger; negligent driving
40585,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
40585,1,"Alcohol, drug, or impairment violations generally"
40585,1,Driving wrong way on one-way road
40585,2,None
40585,3,None
40586,1,None
40587,1,None
40588,1,None
40588,2,None
40589,1,None
40590,1,Driving while impaired
40591,1,None
40591,2,None
40592,1,None
40592,2,None
40592,3,None
40593,1,None
40593,2,None
40593,3,None
40594,1,None
40595,1,"Speed related violations, generally"
40595,1,"Lane violations, generally"
40596,1,"Lane violations, generally"
40596,2,None
40597,1,None
40597,2,None
40598,1,None
40599,1,None
40599,2,None
40600,1,None
40601,1,None
40602,1,Serious violation resulting in death
40602,2,None
40605,1,None
40606,1,None
40607,1,None
40607,2,None
40608,1,None
40608,2,None
40609,1,"Commercial driver violations (log book, hours, permits carried)"
40609,2,None
40609,3,None
40610,1,None
40610,2,None
40611,1,None
40613,1,None
40613,2,None
40614,1,None
40614,2,None
40614,3,None
40615,1,None
40615,2,None
40616,1,None
40616,2,None
40617,1,None
40618,1,None
40619,1,None
40619,2,None
40619,3,None
40619,4,None
40620,1,None
40621,1,None
40621,2,None
40622,1,None
40622,2,None
40622,3,None
40623,1,None
40624,1,None
40625,1,None
40625,2,None
40626,1,None
40627,1,None
40628,1,None
40629,1,None
40630,1,None
40630,2,None
40631,1,None
40632,1,None
40633,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
40634,1,Manslaughter or homicide
40634,1,Willful reckless driving; driving to endanger; negligent driving
40634,1,Serious violation resulting in death
40635,1,None
40636,1,None
40636,2,None
40637,1,None
40637,2,None
40638,1,None
40638,2,None
40638,3,None
40639,1,None
40639,2,None
40640,1,None
40641,1,None
40642,1,None
40642,2,None
40643,1,None
40643,2,None
40643,3,None
40643,4,None
40645,1,None
40645,2,None
40646,1,"Hit-and-run, fail to stop after crash"
40647,1,None
40647,2,None
40647,3,None
40647,4,None
40648,1,Serious violation resulting in death
40648,1,Fail to yield generally
40649,1,None
40649,2,None
40650,1,None
40650,2,None
40651,1,None
40652,1,None
40653,1,None
40654,1,None
40654,2,None
40655,1,
40655,2,None
40656,1,None
40657,1,None
40657,2,None
40658,1,None
40658,2,None
40659,1,None
40659,2,None
40660,1,None
40660,2,None
40661,1,None
40661,2,None
40662,1,None
40663,1,Driving while impaired
40663,2,None
40664,1,None
40665,1,None
40666,1,None
40667,1,None
40667,2,None
40668,1,"Hit-and-run, fail to stop after crash"
40668,1,Serious violation resulting in death
40669,1,None
40669,2,None
40669,3,None
40670,1,None
40671,1,None
40671,2,None
40672,1,None
40672,2,None
40673,1,None
40673,2,None
40674,1,None
40674,2,None
40675,1,None
40675,2,None
40676,1,None
40677,1,None
40678,1,Serious violation resulting in death
40679,1,None
40680,1,None
40681,1,Manslaughter or homicide
40681,1,Willful reckless driving; driving to endanger; negligent driving
40681,1,Driving under influence of substance not intended to intoxicate
40681,1,Driving while license withdrawn
40682,1,None
40682,2,None
40682,3,None
40683,1,Serious violation resulting in death
40683,2,None
40684,1,None
40686,1,None
40686,2,None
40687,1,None
40688,1,None
40689,1,None
40690,1,None
40690,2,None
40691,1,Fail to carry insurance card
40692,1,None
40692,2,None
40693,1,None
40694,1,None
40695,1,None
40695,2,None
40696,1,None
40697,1,None
40697,2,None
40697,3,None
40698,1,None
40698,2,None
40698,3,None
40698,4,None
40699,1,None
40699,2,None
40700,1,Serious violation resulting in death
40700,2,None
40701,1,Fail to yield generally
40701,2,None
40702,1,None
40703,1,None
40704,1,None
40704,2,None
40705,1,None
40706,1,None
40707,1,None
40708,1,None
40709,1,None
40710,1,None
40710,2,None
40711,1,None
40712,1,None
40713,1,None
40713,2,None
40714,1,None
40715,1,None
40716,1,None
40717,1,None
40718,1,None
40718,2,None
40719,1,None
40720,1,None
40721,1,None
40722,1,None
40723,1,None
40723,2,None
40723,3,None
40723,4,None
40723,5,None
40723,6,None
40724,1,None
40724,2,None
40725,1,None
40726,1,None
40727,1,None
40728,1,None
40729,1,None
40730,1,None
40731,1,None
40732,1,None
40733,1,None
40734,1,None
40735,1,None
40736,1,None
40737,1,None
40737,2,None
40738,1,None
40739,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
40740,1,None
40741,1,None
40741,2,None
40743,1,Fail to yield generally
40743,2,None
40744,1,Fail to yield generally
40744,2,None
40745,1,None
40746,1,None
40747,1,None
40748,1,None
40749,1,None
40750,1,Fail to yield generally
40750,2,None
40751,1,None
40751,2,None
40752,1,None
40753,1,None
40754,1,None
40754,2,None
40755,1,None
40756,1,None
40756,2,None
40757,1,None
40757,2,None
40758,1,None
40758,2,None
40759,1,None
40759,2,None
40760,1,Serious violation resulting in death
40760,2,None
40761,1,None
40762,1,None
40762,2,None
40763,1,None
40764,1,None
40764,2,None
40765,1,None
40766,1,None
40767,1,None
40767,2,None
40768,1,None
40768,2,None
40769,1,None
40770,1,None
40770,2,None
40771,1,None
40772,1,Fail to yield generally
40772,2,None
40773,1,None
40774,1,None
40774,2,None
40775,1,None
40776,1,None
40776,2,None
40777,1,None
40778,1,None
40779,1,None
40780,1,None
40781,1,None
40782,1,Manslaughter or homicide
40782,1,"Inattentive, careless, improper driving, driving without due care"
40783,1,None
40783,2,None
40783,3,None
40784,1,None
40784,2,None
40785,1,None
40786,1,None
40787,1,None
40787,2,None
40787,3,None
40787,4,None
40787,5,None
40787,6,None
40788,1,None
40788,2,None
40789,1,None
40790,1,None
40790,2,None
40791,1,None
40792,1,None
40792,3,None
40793,1,None
40794,1,None
40794,2,None
40794,3,None
40795,1,None
40796,1,None
40797,1,None
40798,1,None
40799,1,Driving while impaired
40799,2,None
40800,1,"Hit-and-run, fail to stop after crash"
40800,1,Serious violation resulting in death
40801,1,None
40802,1,None
40802,2,None
40802,3,None
40802,4,None
40802,5,None
40802,6,None
40803,1,None
40804,1,None
40804,2,None
40804,3,None
40805,1,None
40806,1,None
40806,2,None
40807,1,None
40807,2,None
40808,1,None
40808,2,Serious violation resulting in death
40808,2,Driving while license withdrawn
40809,1,Fail to yield generally
40809,2,None
40810,1,None
40810,2,None
40810,3,None
40811,1,None
40812,1,None
40813,1,None
40815,1,None
40815,2,None
40816,1,None
40817,1,None
40817,2,None
40817,3,None
40818,1,Manslaughter or homicide
40818,1,Serious violation resulting in death
40818,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
40818,2,None
40819,1,None
40819,2,None
40820,1,None
40821,1,None
40822,1,Fail to stop for red signal
40822,2,None
40823,1,None
40823,2,None
40824,1,None
40825,1,"Lane violations, generally"
40825,2,None
40825,3,None
40826,1,None
40826,2,None
40827,1,None
40827,2,None
40828,1,None
40828,2,None
40829,1,None
40829,2,None
40830,1,None
40831,1,None
40832,1,None
40833,1,None
40833,2,None
40834,1,None
40834,2,None
40834,3,None
40835,1,None
40836,1,None
40837,1,None
40838,1,Serious violation resulting in death
40838,2,None
40839,1,None
40840,1,None
40841,1,None
40842,1,None
40843,1,None
40844,1,None
40845,1,None
40846,1,None
40847,1,None
40848,1,None
